Borough,Total Units,Age,Has Elevator,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value
4,24,27.0,0,25333.0,474740.0,216090.0,258650.0,1905996.0
1,59,92.0,0,71863.0,3262580.0,1090880.0,2171700.0,17647000.0
1,144,104.0,0,85234.0,2915855.0,985305.0,1930550.0,14719998.0
3,49,4.0,0,75911.0,1616145.0,574646.0,1041499.0,8108014.0
3,30,16.0,0,30802.0,919440.0,285535.0,633905.0,5095000.0
4,10,6.0,0,8170.0,388647.0,188482.0,200165.0,1526000.0
1,52,14.0,0,77419.0,4491076.0,1059866.0,3431210.0,27357000.0
4,63,64.0,1,53790.0,932181.0,382447.0,549734.0,4107000.0
1,36,86.0,0,78349.0,3011778.0,941801.0,2069977.0,15783000.0
3,12,36.0,1,22750.0,791473.0,292793.0,498680.0,4028000.0
3,15,14.0,1,19605.0,686175.0,159585.0,526590.0,4276999.0
3,7,11.0,0,12883.0,265003.0,154596.0,110407.0,853996.0
4,32,26.0,0,34650.0,720374.0,261954.0,458420.0,3608000.0
3,28,12.0,1,31814.0,769263.0,292689.0,476574.0,3771000.0
1,48,94.0,0,37103.0,1033319.0,506085.0,527234.0,4220000.0
3,3,102.0,1,4500.0,80280.0,27315.0,52965.0,235500.0
1,36,100.0,0,39090.0,726683.0,343210.0,383473.0,2919000.0
3,39,29.0,1,42550.0,1420745.0,474433.0,946312.0,7685000.0
3,14,35.0,0,9393.0,255396.0,90455.0,164941.0,1328000.0
4,88,83.0,0,70260.0,1573121.0,707518.0,865603.0,6763000.0
3,19,16.0,0,42861.0,855506.0,288455.0,567051.0,4357001.0
1,28,108.0,0,27772.0,1029508.0,128862.0,900646.0,7232001.0
3,8,9.0,0,13361.0,233417.0,31532.0,201885.0,1423998.0
3,14,97.0,0,29238.0,536810.0,128647.0,408163.0,3083001.0
1,14,121.0,1,6846.0,290270.0,118094.0,172177.0,1403000.0
3,20,110.0,0,29817.0,598725.0,201563.0,397162.0,3063000.0
1,9,106.0,0,19713.0,684238.0,124389.0,559849.0,4264000.0
3,90,89.0,0,100770.0,1276756.0,507881.0,768875.0,4911004.0
3,9,2.0,0,11910.0,174482.0,72413.0,102069.0,468000.0
3,82,6.0,0,92339.0,3490414.0,1221645.0,2268769.0,18496000.0
1,36,103.0,0,40987.0,576277.0,282400.0,293877.0,1930999.0
2,58,12.0,0,63872.0,1117760.0,479679.0,638081.0,4725000.0
1,122,61.0,0,141945.0,5814067.0,2180275.0,3633792.0,29601000.0
3,17,8.0,0,20727.0,384900.0,152136.0,232764.0,1654002.0
4,70,90.0,1,58333.0,1178327.0,564080.0,614247.0,4706006.0
1,10,112.0,0,19533.0,476019.0,185954.0,290065.0,2191000.0
1,14,109.0,1,7715.0,362065.0,107239.0,254826.0,2069998.0
3,10,12.0,0,8920.0,245924.0,61280.0,184644.0,1489001.0
3,23,101.0,1,24306.0,568274.0,175489.0,392785.0,2921002.0
3,22,13.0,1,26677.0,557016.0,140588.0,416428.0,3131001.0
3,21,7.0,0,39755.0,1235585.0,344676.0,890910.0,7171000.0
3,15,22.0,1,31068.0,496777.0,150369.0,346408.0,2385997.0
3,31,6.0,0,35389.0,679469.0,156065.0,523404.0,3747998.0
3,13,12.0,0,17463.0,434130.0,157691.0,276439.0,2225002.0
1,79,68.0,0,78236.0,3867205.0,841037.0,3026168.0,24357003.0
3,20,35.0,1,43940.0,855072.0,376126.0,478946.0,3705000.0
3,9,2.0,0,15341.0,218763.0,72716.0,146047.0,937503.0
3,16,95.0,1,14835.0,340018.0,177723.0,162295.0,1239000.0
3,50,23.0,0,67114.0,2012749.0,643623.0,1369126.0,10997000.0
1,60,79.0,0,47400.0,1073136.0,461676.0,611460.0,4800000.0
3,20,12.0,0,25219.0,581802.0,333143.0,248659.0,1955000.0
3,22,15.0,1,26677.0,710942.0,255299.0,455643.0,3645002.0
4,29,6.0,0,26274.0,1148437.0,375455.0,772982.0,6184996.0
3,16,83.0,1,9515.0,192611.0,54864.0,137747.0,1007000.0
1,26,101.0,0,30908.0,1657596.0,529763.0,1127833.0,9106000.0
3,26,88.0,1,28960.0,462781.0,140166.0,322615.0,2293001.0
4,66,33.0,0,76680.0,1817316.0,746096.0,1071220.0,8525000.0
1,85,11.0,0,94012.0,3582797.0,1432743.0,2150054.0,17196020.0
3,15,11.0,0,19789.0,416954.0,187798.0,229156.0,1780002.0
3,32,13.0,0,31920.0,985690.0,345055.0,640634.0,5154000.0
3,95,94.0,0,130468.0,1937450.0,664082.0,1273368.0,8590003.0
4,10,16.0,1,8723.0,199931.0,36462.0,163469.0,1285000.0
3,36,5.0,0,25047.0,546526.0,223419.0,323107.0,2375000.0
4,28,16.0,0,20658.0,486289.0,97299.0,388990.0,3093000.0
4,50,118.0,0,66793.0,1560952.0,698655.0,862298.0,6853000.0
4,32,18.0,0,22936.0,521794.0,208718.0,313076.0,2460000.0
1,17,97.0,0,21314.0,838919.0,235093.0,603826.0,4830000.0
4,20,41.0,1,16275.0,340473.0,129386.0,211087.0,1633000.0
4,36,60.0,0,23172.0,469696.0,148069.0,321627.0,2406000.0
3,10,8.0,0,5120.0,156672.0,35123.0,121549.0,977998.0
1,25,10.0,0,72250.0,5077730.0,870613.0,4207118.0,33151000.0
2,135,9.0,0,165984.0,2700560.0,1080556.0,1620004.0,11923000.0
3,17,9.0,0,14230.0,584142.0,175314.0,408828.0,3331000.0
4,83,96.0,0,104492.0,2750229.0,1044920.0,1705309.0,13671014.0
3,21,31.0,1,38361.0,1257474.0,502913.0,754561.0,6137000.0
1,29,26.0,0,32906.0,1155330.0,369534.0,785796.0,5933001.0
3,12,14.0,1,29346.0,370347.0,178424.0,191923.0,1224002.0
3,13,105.0,1,11030.0,162803.0,69048.0,93755.0,652000.0
4,18,6.0,0,19528.0,630559.0,145093.0,485466.0,3912000.0
3,18,117.0,0,27024.0,719649.0,283482.0,436167.0,3489001.0
1,90,68.0,0,75570.0,2332090.0,1039088.0,1293002.0,10501000.0
4,33,28.0,0,37304.0,660654.0,255532.0,405122.0,2589411.0
3,26,89.0,1,28960.0,481315.0,169416.0,311899.0,2294000.0
1,65,80.0,0,60335.0,2824281.0,849517.0,1974764.0,16038004.0
3,3,106.0,1,1613.0,47358.0,15888.0,31470.0,252000.0
4,54,10.0,0,40609.0,1301518.0,285481.0,1016037.0,8251991.0
3,10,13.0,0,11064.0,351282.0,98580.0,252702.0,2053000.0
2,152,9.0,0,153044.0,2580322.0,1209048.0,1371274.0,10051000.0
3,15,12.0,0,26466.0,581987.0,307535.0,274452.0,2165999.0
1,85,12.0,0,94012.0,3568696.0,1084898.0,2483798.0,19928007.0
4,12,6.0,0,16572.0,386790.0,95952.0,290839.0,2292000.0
4,28,35.0,1,20320.0,340157.0,158902.0,181255.0,1325996.0
2,101,6.0,0,117932.0,2991935.0,944635.0,2047300.0,16236000.0
3,24,114.0,0,43181.0,821348.0,222311.0,599037.0,4319999.0
1,35,11.0,0,33892.0,1329583.0,366034.0,963549.0,7743000.0
3,18,9.0,0,14096.0,417383.0,163936.0,253447.0,2040000.0
4,8,13.0,0,9563.0,302382.0,96299.0,206083.0,1674002.0
1,35,113.0,0,34821.0,1065523.0,254890.0,810633.0,6170998.0
3,16,109.0,1,16104.0,537229.0,204199.0,333031.0,2711000.0
1,41,119.0,0,45436.0,1390796.0,478895.0,911901.0,7405999.0
1,34,35.0,0,28692.0,1370043.0,424642.0,945401.0,7669000.0
3,12,24.0,0,21200.0,471912.0,237864.0,234048.0,1777999.0
3,31,81.0,0,28797.0,746994.0,294881.0,452113.0,2048532.0
1,93,12.0,0,75799.0,4163639.0,1193834.0,2969805.0,23757000.0
1,11,102.0,0,28500.0,1231770.0,517275.0,714495.0,5715002.0
1,15,9.0,0,15060.0,693965.0,229514.0,464451.0,3715997.0
2,111,15.0,0,112935.0,1690637.0,1041261.0,649376.0,4741000.0
3,14,6.0,0,21210.0,602364.0,176043.0,426321.0,3411004.0
1,12,111.0,1,14653.0,499521.0,199427.0,300093.0,2445000.0
1,23,7.0,0,26026.0,1246906.0,349009.0,897897.0,6845999.0
1,8,92.0,1,8700.0,348783.0,89088.0,259695.0,1801500.0
3,14,10.0,0,14535.0,331979.0,83431.0,248548.0,1975999.0
1,31,10.0,0,52645.0,2307430.0,645954.0,1661476.0,12544000.0
3,13,8.0,0,14794.0,540721.0,219839.0,320882.0,2616000.0
3,10,6.0,0,12963.0,311760.0,148815.0,162945.0,1230000.0
3,32,11.0,0,31998.0,975619.0,340459.0,635160.0,5110000.0
3,17,11.0,0,18838.0,507307.0,202885.0,304422.0,2431000.0
3,10,6.0,0,9150.0,169458.0,83997.0,85461.0,1468000.0
3,24,8.0,0,30793.0,581988.0,248807.0,333181.0,2378001.0
3,10,13.0,1,16254.0,299399.0,125806.0,173593.0,1319000.0
1,12,16.0,0,8664.0,350026.0,125368.0,224658.0,1825000.0
1,70,115.0,0,90082.0,3705973.0,1262950.0,2443024.0,19753000.0
3,10,12.0,1,8761.0,248812.0,71840.0,176972.0,1430999.0
4,98,27.0,0,121489.0,2550054.0,1081252.0,1468802.0,11617000.0
3,17,15.0,1,22417.0,574996.0,233809.0,341187.0,2723998.0
1,48,90.0,1,61673.0,2776518.0,964566.0,1811953.0,14624000.0
3,55,124.0,1,66060.0,998827.0,377203.0,621624.0,4430001.0
4,24,22.0,0,22117.0,684079.0,307869.0,376210.0,3027000.0
3,156,9.0,0,129620.0,4436893.0,2124472.0,2312421.0,18780003.0
3,74,10.0,0,85404.0,2353734.0,1225547.0,1128187.0,9025008.0
3,16,104.0,1,13385.0,249764.0,49926.0,199838.0,1433000.0
2,45,25.0,1,63738.0,877035.0,323152.0,553883.0,3891000.0
3,18,8.0,0,14096.0,383552.0,150404.0,233148.0,1865000.0
1,13,117.0,1,20099.0,789489.0,292038.0,497451.0,3979000.0
4,15,10.0,0,11282.0,277424.0,55056.0,222368.0,1790003.0
1,4,57.0,0,2764.0,97127.0,31593.0,65534.0,521001.0
4,12,7.0,1,10431.0,244398.0,91793.0,152605.0,1145001.0
1,10,118.0,0,14160.0,386568.0,161566.0,225002.0,1760000.0
1,19,102.0,0,58507.0,1670397.0,562091.0,1108306.0,8446000.0
4,14,7.0,0,17465.0,531635.0,239271.0,292364.0,2350000.0
1,12,11.0,0,11743.0,497081.0,186479.0,310602.0,2508000.0
1,46,112.0,0,63300.0,2015472.0,987480.0,1027992.0,8276000.0
4,12,34.0,1,10021.0,216554.0,106122.0,110431.0,868000.0
3,10,35.0,1,6516.0,146936.0,33362.0,113574.0,888000.0
4,41,6.0,0,34824.0,739662.0,148350.0,591312.0,4366000.0
3,16,8.0,0,16542.0,367563.0,102395.0,265168.0,2079994.0
4,84,31.0,0,66756.0,1388525.0,612820.0,775705.0,6044008.0
3,12,15.0,0,27648.0,664381.0,166164.0,498217.0,3985002.0
4,30,8.0,0,24900.0,579423.0,290583.0,288840.0,2303999.0
4,36,57.0,0,23172.0,348507.0,142971.0,205536.0,1379998.0
3,98,6.0,0,104962.0,3005062.0,1216510.0,1788552.0,13997000.0
3,9,9.0,0,15341.0,292706.0,129631.0,163075.0,1240999.0
1,35,118.0,0,36637.0,1334686.0,553585.0,781101.0,6344001.0
1,88,29.0,0,105768.0,4545909.0,1029123.0,3516786.0,28113002.0
3,45,99.0,0,74189.0,1146220.0,457004.0,689216.0,4857006.0
1,12,117.0,1,14269.0,600582.0,217460.0,383122.0,3065002.0
1,122,48.0,0,92616.0,3420309.0,991917.0,2428392.0,18333998.0
1,24,109.0,0,21645.0,774891.0,312770.0,462121.0,3697999.0
4,32,8.0,1,29807.0,954122.0,466181.0,487941.0,3903981.0
1,46,3.0,0,48439.0,2443263.0,806025.0,1637238.0,13297003.0
4,58,19.0,0,83284.0,2047954.0,832007.0,1215947.0,9648003.0
4,71,26.0,0,51125.0,872704.0,384460.0,488244.0,3424999.0
1,12,11.0,0,9745.0,235634.0,92772.0,142862.0,1142999.0
3,12,14.0,0,11981.0,310667.0,139099.0,171568.0,1371998.0
1,9,93.0,0,5597.0,197630.0,59888.0,137742.0,1049002.0
3,23,103.0,1,24306.0,624488.0,180629.0,443859.0,3380004.0
3,11,13.0,0,25487.0,483998.0,201347.0,282651.0,2185003.0
1,17,112.0,0,22039.0,543702.0,231850.0,311852.0,2338999.0
3,14,10.0,0,26950.0,533444.0,151186.0,382258.0,2781001.0
3,25,11.0,0,28202.0,623546.0,211515.0,412031.0,3254997.0
3,24,15.0,0,29330.0,543192.0,108521.0,434671.0,3290000.0
3,13,12.0,1,14438.0,249422.0,94175.0,155247.0,1092999.0
1,43,29.0,0,43065.0,1949553.0,503861.0,1445692.0,11636004.0
1,138,95.0,0,108820.0,5321298.0,1680181.0,3641117.0,29571003.0
3,49,115.0,0,48022.0,1072331.0,321747.0,750584.0,5592998.0
3,10,4.0,0,14934.0,406503.0,113050.0,293453.0,2346000.0
3,10,8.0,0,19639.0,487768.0,155490.0,332278.0,2519000.0
4,42,61.0,0,22066.0,612552.0,252435.0,360117.0,2908000.0
3,73,6.0,0,81755.0,3665077.0,1111050.0,2554026.0,20771000.0
1,129,58.0,0,81745.0,2748252.0,993369.0,1754883.0,13380995.0
3,28,5.0,0,25950.0,1149845.0,264431.0,885414.0,7191001.0
1,18,98.0,0,44820.0,1663270.0,465232.0,1198038.0,9123001.0
3,33,14.0,0,40200.0,848220.0,246024.0,602196.0,4766005.0
1,10,111.0,0,5989.0,295018.0,82588.0,212430.0,1722000.0
1,29,10.0,0,55148.0,3466603.0,932553.0,2534051.0,20247000.0
1,28,105.0,0,27772.0,884260.0,230508.0,653752.0,5161002.0
3,103,62.0,0,109472.0,2574781.0,1318043.0,1256738.0,9900997.0
4,46,10.0,0,47078.0,1441999.0,496673.0,945326.0,7669000.0
2,35,55.0,0,27316.0,490869.0,205416.0,285452.0,2161000.0
1,38,99.0,0,43765.0,1732656.0,705492.0,1027164.0,8195000.0
4,21,12.0,0,15037.0,474718.0,156084.0,318634.0,2565002.0
1,58,11.0,0,54027.0,2880179.0,569985.0,2310194.0,18594999.0
3,12,15.0,1,11948.0,281375.0,116612.0,164763.0,1299000.0
3,13,84.0,1,20857.0,527087.0,213288.0,313799.0,2383999.0
1,17,23.0,0,30371.0,1630619.0,488366.0,1142253.0,9222000.0
3,14,2.0,0,20589.0,675731.0,121681.0,554050.0,4510000.0
3,20,5.0,0,25216.0,476835.0,268803.0,208032.0,1497001.0
3,120,4.0,0,129715.0,2023554.0,504591.0,1518963.0,10391000.0
3,10,6.0,0,7802.0,289376.0,89411.0,199965.0,1630000.0
1,53,94.0,0,132377.0,2689769.0,1109812.0,1579957.0,11556000.0
3,12,21.0,0,22844.0,492745.0,120845.0,371900.0,2901000.0
4,40,10.0,0,40400.0,1152612.0,513888.0,638724.0,5109000.0
3,31,6.0,1,50984.0,1515754.0,431834.0,1083920.0,8803005.0
1,2,105.0,0,2850.0,97784.0,26705.0,71079.0,537000.0
1,18,120.0,0,15744.0,536241.0,196957.0,339283.0,2742000.0
4,16,33.0,1,12936.0,286403.0,151092.0,135311.0,1068000.0
2,11,10.0,0,15547.0,299280.0,142721.0,156559.0,1214000.0
3,11,17.0,0,32400.0,978804.0,335664.0,643140.0,5218000.0
3,27,9.0,0,28928.0,1116910.0,291305.0,825605.0,6674000.0
1,10,97.0,0,23287.0,746581.0,336264.0,410317.0,3281998.0
3,12,114.0,1,10734.0,218652.0,67839.0,150813.0,1101998.0
3,18,120.0,1,24544.0,503888.0,256730.0,247158.0,1914000.0
3,13,120.0,0,25704.0,471154.0,249072.0,222083.0,1686000.0
1,65,70.0,0,54655.0,2934974.0,964114.0,1970860.0,15764995.0
3,24,104.0,1,25165.0,519642.0,183144.0,336498.0,2470000.0
1,38,90.0,1,25050.0,686871.0,315881.0,370990.0,2968998.0
4,26,13.0,0,17340.0,805096.0,240332.0,564764.0,4586999.0
3,32,4.0,0,74575.0,2754055.0,943374.0,1810681.0,14483998.0
3,8,9.0,1,7587.0,127462.0,49771.0,77691.0,542000.0
3,24,6.0,0,19753.0,549331.0,202468.0,346863.0,2793001.0
1,7,96.0,0,11915.0,533792.0,131542.0,402250.0,3219000.0
1,24,99.0,0,24090.0,632844.0,281612.0,351232.0,2669999.0
1,41,101.0,0,51426.0,1031091.0,401123.0,629969.0,4900000.0
3,16,9.0,0,18039.0,319651.0,152971.0,166680.0,1245996.0
3,16,14.0,1,34684.0,627087.0,281287.0,345800.0,2635004.0
4,139,64.0,0,132000.0,1997160.0,982080.0,1015080.0,6881014.0
3,20,11.0,0,22300.0,644247.0,230359.0,413888.0,3330995.0
3,56,105.0,1,68330.0,2383350.0,779645.0,1603705.0,13064000.0
4,63,27.0,0,62254.0,1032171.0,476243.0,555928.0,3872000.0
3,36,16.0,1,58244.0,1660536.0,496239.0,1164297.0,9424996.0
3,16,13.0,1,21599.0,566974.0,229813.0,337161.0,2696998.0
3,118,60.0,0,133505.0,2031946.0,914509.0,1117437.0,8196000.0
1,36,102.0,0,35516.0,1219968.0,334437.0,885531.0,6752001.0
1,97,53.0,0,67540.0,2659725.0,996215.0,1663510.0,13311001.0
1,108,6.0,0,117440.0,3658256.0,1374048.0,2284208.0,18547000.0
1,16,6.0,0,38591.0,1146925.0,390155.0,756770.0,5715072.0
3,10,13.0,0,10653.0,317779.0,83306.0,234473.0,1901000.0
3,8,9.0,0,9421.0,339062.0,128502.0,210559.0,1702000.0
3,12,12.0,1,9750.0,239655.0,62693.0,176962.0,1404000.0
1,11,14.0,0,7742.0,239228.0,90039.0,149189.0,1193000.0
4,70,83.0,0,53175.0,724244.0,258431.0,465813.0,2978808.0
3,50,17.0,0,67889.0,1168370.0,487443.0,680927.0,5134000.0
3,24,11.0,1,52632.0,890007.0,445267.0,444740.0,3086000.0
3,16,4.0,0,18803.0,301976.0,119587.0,182389.0,1257999.0
1,9,114.0,0,18949.0,737160.0,203571.0,533589.0,4068999.0
5,96,37.0,1,65064.0,719608.0,366961.0,352647.0,2119000.0
4,7,7.0,1,5806.0,240543.0,29727.0,210816.0,1686003.0
4,58,84.0,0,38582.0,762380.0,304798.0,457582.0,3509987.0
4,68,53.0,0,23531.0,392732.0,189425.0,203307.0,1481000.0
4,58,7.0,0,44941.0,1329804.0,594569.0,735235.0,5770984.0
1,28,10.0,0,30662.0,1561309.0,543637.0,1017672.0,8143000.0
3,50,8.0,0,69603.0,1999694.0,643132.0,1356562.0,10970000.0
3,30,11.0,0,14725.0,529364.0,185241.0,344123.0,2805000.0
3,18,13.0,0,20620.0,569937.0,102688.0,467249.0,3760997.0
4,89,61.0,0,73800.0,946854.0,330624.0,616230.0,3923996.0
1,29,87.0,1,30584.0,668872.0,263634.0,405238.0,3004995.0
2,86,12.0,0,87248.0,1871470.0,654360.0,1217110.0,9481000.0
1,14,8.0,0,24778.0,953705.0,288664.0,665041.0,5300001.0
1,38,64.0,0,20826.0,499675.0,136446.0,363229.0,2740000.0
3,37,7.0,0,71731.0,1598167.0,673554.0,924613.0,7021998.0
3,17,14.0,0,22389.0,567113.0,251876.0,315237.0,2506000.0
4,10,90.0,1,11629.0,251652.0,74542.0,177110.0,1393000.0
1,32,21.0,0,23605.0,737420.0,236050.0,501370.0,3785000.0
1,27,123.0,1,15709.0,725756.0,310567.0,415189.0,3348000.0
4,8,31.0,1,7374.0,150725.0,35838.0,114887.0,881999.0
1,32,109.0,0,12888.0,701236.0,199635.0,501601.0,4074001.0
1,164,53.0,0,103108.0,4151128.0,1556931.0,2594197.0,20753986.0
3,36,6.0,0,62684.0,1437344.0,492696.0,944648.0,618013.0
1,46,82.0,0,62196.0,2679404.0,723339.0,1956064.0,15799000.0
3,16,35.0,0,14269.0,335464.0,111584.0,223881.0,1765000.0
1,27,77.0,0,23344.0,1184008.0,271257.0,912751.0,7301000.0
4,90,55.0,0,86652.0,1721775.0,772936.0,948839.0,7376001.0
3,22,36.0,1,33224.0,678766.0,302006.0,376760.0,2893000.0
3,30,114.0,1,34820.0,757335.0,213795.0,543540.0,4030000.0
4,21,10.0,1,19182.0,668493.0,266822.0,401671.0,3262001.0
4,24,32.0,0,19448.0,373207.0,115327.0,257880.0,1997997.0
3,6,2.0,0,6720.0,302400.0,136080.0,166320.0,1338999.0
1,13,121.0,0,18031.0,1006310.0,260187.0,746123.0,6009000.0
4,30,10.0,0,24285.0,600644.0,251618.0,349026.0,2644997.0
1,88,117.0,0,102511.0,3896443.0,1776516.0,2119927.0,16957999.0
3,23,7.0,1,29086.0,521803.0,194876.0,326927.0,2322001.0
3,12,10.0,0,12110.0,253220.0,55827.0,197393.0,1450997.0
2,17,5.0,0,15736.0,273177.0,147132.0,126045.0,954000.0
1,21,113.0,0,41990.0,1267258.0,424939.0,842319.0,6416001.0
3,12,13.0,0,14780.0,191844.0,97105.0,94739.0,644003.0
3,1,5.0,0,631.0,15447.0,5559.0,9888.0,75000.0
4,32,10.0,0,78540.0,2238390.0,822314.0,1416076.0,11328004.0
3,8,13.0,1,8340.0,201745.0,54210.0,147535.0,1187999.0
4,39,9.0,0,42089.0,1281189.0,557258.0,723931.0,5819000.0
4,33,31.0,0,37304.0,684528.0,277915.0,406613.0,2981998.0
4,80,62.0,0,75600.0,1452276.0,794556.0,657720.0,5041000.0
3,50,15.0,0,67889.0,987106.0,484727.0,502379.0,3551000.0
3,8,14.0,0,11778.0,311999.0,117309.0,194690.0,1566000.0
1,65,74.0,0,54785.0,2343702.0,760964.0,1582738.0,12664006.0
3,12,103.0,0,27608.0,537528.0,257859.0,279669.0,2026000.0
3,24,7.0,1,14248.0,270000.0,110707.0,159293.0,1138001.0
1,40,7.0,0,35533.0,1513706.0,519848.0,993858.0,8027000.0
4,64,79.0,0,71316.0,1379965.0,488515.0,891450.0,6835000.0
1,21,93.0,0,26041.0,980964.0,361709.0,619255.0,4714998.0
4,20,16.0,0,15422.0,472376.0,148822.0,323554.0,2625000.0
1,68,11.0,0,65699.0,2280412.0,917158.0,1363254.0,11071997.0
4,80,31.0,0,101624.0,1927807.0,869901.0,1057906.0,7622999.0
3,15,35.0,0,17208.0,599355.0,266552.0,332803.0,2702999.0
5,17,8.0,0,25139.0,435407.0,179241.0,256166.0,1934005.0
1,122,56.0,0,92642.0,3839084.0,1498021.0,2341063.0,18929000.0
3,56,7.0,0,79075.0,1347438.0,390631.0,956807.0,5874000.0
3,7,13.0,1,8498.0,184662.0,81156.0,103506.0,808000.0
3,31,7.0,0,60710.0,2290588.0,824442.0,1466147.0,11851000.0
1,48,101.0,0,39792.0,1848736.0,536794.0,1311942.0,10654996.0
3,12,18.0,0,17958.0,434045.0,68061.0,365984.0,2895000.0
3,35,16.0,0,61764.0,1167957.0,350202.0,817755.0,6317993.0
1,52,10.0,0,70212.0,2123211.0,915564.0,1207647.0,9662996.0
1,8,31.0,0,8129.0,500421.0,109254.0,391167.0,3176999.0
3,17,5.0,0,13195.0,487423.0,163222.0,324201.0,2620000.0
3,21,19.0,1,25772.0,888103.0,310810.0,577293.0,4702000.0
4,96,72.0,0,120000.0,1723978.0,738426.0,985552.0,6578981.0
1,23,60.0,0,8053.0,358117.0,88905.0,269212.0,2154001.0
4,52,6.0,1,53200.0,1086876.0,419748.0,667128.0,4841002.0
3,8,10.0,0,11778.0,234618.0,80679.0,153939.0,1188000.0
1,14,16.0,0,19492.0,660584.0,270939.0,389645.0,3174000.0
1,91,35.0,0,81223.0,3566502.0,795985.0,2770517.0,22550000.0
1,21,94.0,0,26041.0,1029079.0,374526.0,654553.0,4990998.0
1,45,80.0,0,51750.0,1553018.0,392783.0,1160235.0,9111997.0
4,32,6.0,1,29807.0,860826.0,397923.0,462903.0,3529997.0
4,20,15.0,1,27560.0,621202.0,295168.0,326035.0,2558000.0
3,65,77.0,0,64800.0,1053648.0,594864.0,458784.0,3333996.0
1,31,8.0,0,32483.0,1084607.0,214388.0,870219.0,6634999.0
1,26,15.0,0,39027.0,1737092.0,421492.0,1315600.0,10588999.0
2,128,87.0,0,109764.0,1617921.0,679439.0,938482.0,6779000.0
3,12,6.0,0,19030.0,320465.0,10847.0,309618.0,2166002.0
3,6,9.0,0,7054.0,102706.0,34071.0,68635.0,459998.0
3,11,31.0,0,18067.0,573266.0,200724.0,372542.0,3028000.0
4,10,9.0,0,5680.0,239639.0,83553.0,156086.0,1249005.0
4,63,31.0,0,66196.0,1441087.0,662622.0,778465.0,6200999.0
1,19,7.0,0,69026.0,3514114.0,570845.0,2943269.0,23660000.0
1,20,112.0,0,17225.0,666608.0,193265.0,473343.0,3574000.0
3,16,103.0,1,14835.0,535395.0,187366.0,348029.0,2813000.0
3,15,5.0,0,10161.0,238174.0,87385.0,150789.0,1133002.0
3,24,13.0,1,25671.0,660001.0,244901.0,415100.0,3301000.0
1,36,18.0,0,34168.0,1898032.0,460926.0,1437106.0,11506000.0
1,62,15.0,0,82086.0,4031243.0,1145100.0,2886143.0,23230003.0
4,7,9.0,1,5855.0,142277.0,36477.0,105800.0,845999.0
4,14,14.0,0,15229.0,463418.0,190363.0,273055.0,2218000.0
4,14,33.0,1,12600.0,226422.0,112266.0,114156.0,832994.0
1,35,108.0,0,29490.0,1824841.0,453851.0,1370990.0,11035003.0
1,73,29.0,0,73176.0,4108101.0,1230089.0,2878012.0,23029995.0
4,121,6.0,0,124347.0,3264109.0,1429991.0,1834118.0,13973995.0
1,10,108.0,0,27100.0,1300529.0,195120.0,1105409.0,8968000.0
3,24,105.0,1,25165.0,533246.0,181188.0,352058.0,2653996.0
3,10,8.0,0,9194.0,236470.0,114189.0,122281.0,978002.0
3,20,6.0,0,20689.0,369092.0,204614.0,164478.0,1168000.0
3,16,9.0,1,11808.0,297089.0,142050.0,155039.0,1197004.0
3,18,12.0,0,20790.0,558004.0,247401.0,310603.0,2480000.0
3,24,11.0,1,20674.0,463304.0,177383.0,285921.0,2264001.0
3,32,19.0,0,39000.0,832260.0,307710.0,524550.0,4062008.0
1,31,122.0,0,49780.0,1787102.0,591386.0,1195716.0,9748000.0
4,50,110.0,0,54954.0,1112819.0,624277.0,488542.0,3569002.0
3,23,11.0,0,20043.0,423308.0,200430.0,222878.0,1733000.0
3,23,120.0,0,31985.0,899418.0,349596.0,549822.0,4408000.0
1,36,102.0,0,21145.0,760586.0,267696.0,492890.0,3842000.0
3,12,16.0,0,17800.0,498400.0,151834.0,346566.0,2788996.0
1,35,108.0,0,48636.0,1568511.0,540346.0,1028165.0,8350001.0
3,50,10.0,0,69603.0,2061641.0,659836.0,1401804.0,11250000.0
1,20,11.0,0,36330.0,1951284.0,502444.0,1448840.0,11590000.0
1,85,7.0,0,94012.0,2877707.0,879012.0,1998695.0,15222993.0
1,22,104.0,0,45692.0,2166112.0,421197.0,1744915.0,13305003.0
3,32,98.0,1,30455.0,442816.0,193998.0,248818.0,1666000.0
1,1,97.0,1,3096.0,134955.0,49629.0,85326.0,683000.0
2,76,6.0,0,70861.0,1248571.0,561928.0,686643.0,5128000.0
3,10,8.0,0,10756.0,208198.0,105574.0,102624.0,742998.0
3,10,8.0,0,18983.0,574615.0,219443.0,355172.0,2841999.0
1,12,17.0,0,6656.0,324547.0,127662.0,196884.0,1596000.0
4,63,60.0,1,53790.0,1044064.0,473890.0,570174.0,4328001.0
3,21,91.0,1,41762.0,1311744.0,458964.0,852780.0,6929000.0
1,17,60.0,0,38359.0,2028424.0,372082.0,1656342.0,13384000.0
2,40,13.0,1,48023.0,875940.0,394269.0,481671.0,3605015.0
1,7,83.0,0,23079.0,819766.0,198249.0,621517.0,4733001.0
1,20,114.0,0,13885.0,431824.0,162455.0,269369.0,2054000.0
4,14,14.0,0,8401.0,253290.0,137860.0,115430.0,928000.0
4,63,73.0,0,61840.0,1020860.0,473785.0,547075.0,3806000.0
