Borough,Total Units,Age,Has Elevator,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value
3,31,84.0,0,31625.0,436374.0,177530.0,258844.0,1704000.0
3,20,10.0,0,33634.0,566733.0,242165.0,324568.0,2395000.0
1,11,8.0,0,33480.0,1583269.0,488808.0,1094461.0,8756997.0
3,11,8.0,0,15832.0,486834.0,208191.0,278643.0,2229000.0
3,14,12.0,0,17657.0,361615.0,178159.0,183456.0,1442998.0
4,16,34.0,0,11037.0,216767.0,106176.0,110591.0,857000.0
2,40,13.0,1,48750.0,880425.0,427538.0,452888.0,3426000.0
1,10,118.0,0,46022.0,1400449.0,476328.0,924121.0,7039000.0
3,10,8.0,0,10313.0,240190.0,129325.0,110865.0,876004.0
1,56,101.0,0,92500.0,3786025.0,1067450.0,2718575.0,20697007.0
3,36,30.0,0,43735.0,782857.0,372622.0,410234.0,3100000.0
2,124,13.0,0,125905.0,1985522.0,1168398.0,817124.0,6004000.0
1,9,112.0,0,18949.0,672500.0,205976.0,466524.0,3521999.0
3,17,4.0,1,31395.0,1231940.0,283497.0,948443.0,7732000.0
4,65,14.0,0,53487.0,2534749.0,760585.0,1774164.0,14407000.0
1,9,7.0,0,29100.0,979797.0,298275.0,681522.0,5190998.0
3,73,97.0,0,66104.0,1364548.0,423400.0,941148.0,6906994.0
1,39,4.0,0,31322.0,572879.0,249323.0,323556.0,2309000.0
4,10,15.0,0,9982.0,239668.0,100818.0,138850.0,1097998.0
3,16,9.0,0,12953.0,369938.0,150384.0,219554.0,1718000.0
4,40,31.0,1,31315.0,650413.0,245823.0,404590.0,3116004.0
4,50,11.0,0,48993.0,899511.0,275831.0,623680.0,4419999.0
1,16,104.0,0,52794.0,1879635.0,824620.0,1055015.0,8044001.0
3,31,10.0,0,23034.0,457916.0,131754.0,326162.0,2515005.0
3,14,7.0,0,17639.0,402522.0,141818.0,260704.0,1930999.0
1,115,55.0,0,128436.0,5486786.0,2193687.0,3293099.0,26505996.0
1,32,111.0,0,39500.0,1038060.0,457805.0,580255.0,4626000.0
4,112,38.0,0,137200.0,3318868.0,1195012.0,2123856.0,16751000.0
1,26,114.0,0,24989.0,931115.0,268921.0,662194.0,5049000.0
1,32,100.0,0,32752.0,702203.0,320315.0,381888.0,2795994.0
1,13,92.0,1,18990.0,494310.0,168062.0,326248.0,2462999.0
4,24,30.0,0,18024.0,401575.0,164739.0,236836.0,1847997.0
4,8,9.0,1,7120.0,180706.0,42934.0,137772.0,1102000.0
3,25,12.0,0,28202.0,648646.0,249306.0,399340.0,3213998.0
3,26,20.0,0,40232.0,875046.0,324672.0,550374.0,4297000.0
4,14,13.0,0,14514.0,421922.0,136722.0,285200.0,2308000.0
3,22,10.0,0,21480.0,594566.0,100312.0,494254.0,3978000.0
3,41,11.0,1,32775.0,635835.0,190423.0,445412.0,3419000.0
4,11,17.0,0,6920.0,202618.0,85116.0,117502.0,942000.0
1,43,84.0,0,66282.0,2503471.0,721811.0,1781660.0,13566998.0
4,7,12.0,1,5855.0,141867.0,31968.0,109898.0,869000.0
3,17,4.0,0,13159.0,389243.0,126984.0,262259.0,2130001.0
1,11,122.0,0,28348.0,1398123.0,587087.0,811036.0,6487000.0
3,15,14.0,0,26466.0,610571.0,303565.0,307006.0,2412002.0
1,18,14.0,0,15023.0,477281.0,181328.0,295953.0,2348000.0
1,12,103.0,0,29406.0,1293570.0,418447.0,875123.0,7044001.0
3,14,117.0,1,17580.0,370938.0,210960.0,159978.0,1251002.0
5,165,45.0,1,124516.0,2118017.0,829277.0,1288740.0,9466957.0
3,52,28.0,0,47420.0,838386.0,309178.0,529208.0,3851008.0
2,11,12.0,0,15547.0,293994.0,150184.0,143810.0,1098000.0
1,25,10.0,0,50523.0,971557.0,399637.0,571920.0,4234005.0
2,36,37.0,0,62350.0,1621100.0,778128.0,842972.0,6696000.0
3,15,106.0,1,13686.0,417834.0,187361.0,230473.0,1844003.0
1,21,110.0,0,37402.0,1773977.0,184018.0,1589959.0,12724003.0
1,12,121.0,1,6092.0,252513.0,86263.0,166251.0,1354000.0
1,110,93.0,0,107050.0,5335372.0,1512617.0,3822755.0,30580000.0
4,12,29.0,1,11160.0,161085.0,69444.0,91641.0,612997.0
1,102,31.0,0,82637.0,3793038.0,1094114.0,2698924.0,21590007.0
3,6,15.0,0,27054.0,557853.0,178556.0,379297.0,2949003.0
1,84,10.0,0,42836.0,2325995.0,348685.0,1977310.0,15842000.0
1,18,24.0,0,9514.0,358012.0,107413.0,250599.0,1891997.0
3,13,11.0,0,14408.0,377490.0,142639.0,234851.0,1890003.0
1,30,117.0,0,32905.0,1196097.0,347806.0,848291.0,6889000.0
1,52,97.0,0,110799.0,2972737.0,1059238.0,1913499.0,14447003.0
1,9,91.0,0,20883.0,730737.0,189506.0,541231.0,4126999.0
4,14,3.0,0,12267.0,286312.0,44652.0,241660.0,1929001.0
1,152,13.0,0,109646.0,2425370.0,1074531.0,1350839.0,10567000.0
3,28,15.0,0,32523.0,746403.0,146028.0,600375.0,4719000.0
2,153,4.0,0,161524.0,5995771.0,2046509.0,3949262.0,32198000.0
1,115,57.0,0,95347.0,3373377.0,1094584.0,2278793.0,18107000.0
3,12,12.0,1,14095.0,315305.0,134043.0,181262.0,1422996.0
3,76,113.0,0,146587.0,5095364.0,2037559.0,3057805.0,24607000.0
3,12,19.0,0,17958.0,515215.0,149411.0,365804.0,2958000.0
1,62,17.0,0,97866.0,5063587.0,1092185.0,3971402.0,31966000.0
4,11,9.0,0,16231.0,476380.0,146079.0,330301.0,2642000.0
3,20,16.0,0,27584.0,612365.0,199984.0,412381.0,3217996.0
2,20,8.0,0,25845.0,664475.0,304713.0,359762.0,2878000.0
3,16,11.0,0,19038.0,369718.0,158587.0,211131.0,1613000.0
1,22,100.0,0,65085.0,2510979.0,614402.0,1896577.0,15117002.0
1,35,14.0,0,33892.0,1492265.0,442968.0,1049296.0,8541000.0
1,27,114.0,0,70649.0,2543290.0,715287.0,1828003.0,13937999.0
3,12,81.0,1,10784.0,234444.0,103850.0,130594.0,707996.0
4,18,14.0,1,16915.0,318848.0,111639.0,207209.0,1573003.0
3,12,35.0,1,21304.0,606312.0,222414.0,383898.0,3104000.0
1,38,84.0,0,32476.0,960083.0,321384.0,638699.0,4870003.0
3,14,114.0,0,15401.0,200829.0,61296.0,139533.0,901000.0
1,53,8.0,0,70916.0,3166399.0,931127.0,2235272.0,17886000.0
3,12,35.0,1,21304.0,583943.0,210270.0,373673.0,3011004.0
1,10,17.0,0,24910.0,1164044.0,464821.0,699223.0,5679000.0
3,24,103.0,1,25165.0,483168.0,188486.0,294682.0,2127003.0
3,3,104.0,1,4500.0,88110.0,31275.0,56835.0,411999.0
3,17,10.0,0,20727.0,451849.0,172656.0,279193.0,2072001.0
1,99,83.0,0,115824.0,2343120.0,1005352.0,1337768.0,9688996.0
1,26,10.0,0,33126.0,1007693.0,333248.0,674445.0,5330000.0
3,24,106.0,1,32087.0,572432.0,194768.0,377664.0,1732518.0
1,30,105.0,0,21738.0,719528.0,309332.0,410196.0,3246000.0
4,16,24.0,1,13997.0,234030.0,95952.0,138078.0,955001.0
3,32,10.0,0,28344.0,599759.0,285991.0,313768.0,2441000.0
4,47,84.0,0,42000.0,844200.0,313740.0,530460.0,4077000.0
3,60,96.0,0,67038.0,1661202.0,747474.0,913728.0,7306000.0
3,4,21.0,0,9696.0,222038.0,117225.0,104813.0,826000.0
3,12,9.0,0,7297.0,152580.0,33639.0,118941.0,874000.0
3,6,26.0,0,5544.0,70631.0,30825.0,39806.0,254999.0
1,31,33.0,0,50384.0,1707152.0,375018.0,1332134.0,10156998.0
1,6,117.0,0,20838.0,1043775.0,296733.0,747042.0,6051000.0
3,10,12.0,0,11163.0,221474.0,59499.0,161975.0,1247996.0
3,14,5.0,0,14535.0,259595.0,37936.0,221659.0,1559999.0
1,19,103.0,1,8600.0,492952.0,185072.0,307880.0,3163000.0
4,25,22.0,0,17606.0,479235.0,51938.0,427297.0,3254006.0
1,148,102.0,0,107102.0,2540459.0,993907.0,1546552.0,11636003.0
4,108,72.0,0,66880.0,1419194.0,681507.0,737686.0,5721000.0
3,16,14.0,1,21599.0,566542.0,211454.0,355088.0,2857996.0
1,12,2.0,1,13325.0,352313.0,76086.0,276227.0,2210000.0
3,13,9.0,0,20340.0,290048.0,96412.0,193636.0,1277999.0
3,12,8.0,1,19600.0,261856.0,91728.0,170128.0,1099000.0
3,101,23.0,0,87134.0,1143198.0,595125.0,548073.0,3518000.0
1,21,113.0,0,107781.0,3566473.0,1156490.0,2409983.0,18348999.0
4,10,30.0,1,9214.0,172486.0,56390.0,116096.0,893000.0
3,16,9.0,1,21829.0,485477.0,162844.0,322633.0,2400002.0
3,14,18.0,0,17940.0,606731.0,230529.0,376202.0,3036000.0
1,43,111.0,0,82151.0,4461621.0,1808965.0,2652656.0,21401000.0
1,12,111.0,0,9700.0,388679.0,122414.0,266265.0,2171000.0
1,31,31.0,0,50384.0,1847581.0,438341.0,1409240.0,10639996.0
1,27,4.0,0,40450.0,852282.0,404096.0,448186.0,3297000.0
2,80,3.0,0,91142.0,960637.0,480318.0,480319.0,12144404.0
3,16,35.0,0,14269.0,360150.0,109871.0,250279.0,1994000.0
3,15,85.0,0,23076.0,607822.0,178377.0,429445.0,3436001.0
3,22,15.0,0,49210.0,984200.0,475369.0,508831.0,3982998.0
1,14,115.0,0,9285.0,362394.0,105199.0,257195.0,2051000.0
3,13,15.0,1,12334.0,349669.0,107059.0,242610.0,1962004.0
3,17,5.0,0,17589.0,480707.0,189434.0,291274.0,2348000.0
4,16,26.0,0,10480.0,199854.0,77447.0,122407.0,904999.0
1,11,104.0,0,25230.0,637058.0,287622.0,349436.0,2653004.0
4,24,12.0,0,62800.0,1715696.0,721572.0,994124.0,7951997.0
2,44,28.0,1,55226.0,809613.0,477153.0,332460.0,2341988.0
4,16,35.0,1,14400.0,281232.0,118512.0,162720.0,1250000.0
1,40,8.0,0,45699.0,897071.0,440081.0,456990.0,3498003.0
1,24,96.0,0,20118.0,850589.0,251073.0,599516.0,4797000.0
4,33,36.0,1,41000.0,747840.0,359160.0,388680.0,2935000.0
4,13,11.0,0,14150.0,299414.0,119709.0,179705.0,1408000.0
4,17,36.0,0,16145.0,340498.0,108979.0,231519.0,1793000.0
3,28,18.0,0,45000.0,1228050.0,407250.0,820800.0,6616000.0
3,37,97.0,0,58100.0,1553594.0,501403.0,1052191.0,8416996.0
3,12,12.0,1,6529.0,165575.0,49947.0,115628.0,925000.0
1,78,17.0,0,65832.0,3257367.0,753776.0,2503591.0,20151000.0
3,59,87.0,0,53869.0,1077380.0,271500.0,805880.0,6160002.0
1,30,16.0,0,52916.0,1631929.0,447140.0,1184789.0,9624000.0
3,19,99.0,0,15637.0,276775.0,44722.0,232053.0,1642999.0
3,19,7.0,1,14940.0,337943.0,115038.0,222905.0,1753004.0
3,14,12.0,0,25452.0,556890.0,138204.0,418686.0,3275996.0
1,36,9.0,0,46707.0,2461459.0,794953.0,1666506.0,13331000.0
2,28,24.0,1,34516.0,405218.0,188457.0,216761.0,1344003.0
4,15,33.0,1,11076.0,190286.0,85617.0,104669.0,777000.0
4,23,20.0,0,16383.0,407445.0,145973.0,261472.0,2080001.0
4,75,35.0,0,105000.0,1562400.0,590100.0,972300.0,6716004.0
1,26,100.0,0,35390.0,915539.0,350715.0,564824.0,4496000.0
3,11,2.0,0,14805.0,398551.0,124510.0,274041.0,2207000.0
1,60,100.0,0,56306.0,2180731.0,813622.0,1367110.0,11054000.0
1,28,12.0,0,38351.0,966062.0,418026.0,548036.0,4366005.0
4,33,17.0,0,31922.0,795815.0,214197.0,581618.0,4644001.0
3,8,8.0,0,8500.0,241910.0,66215.0,175695.0,1421000.0
3,64,8.0,0,66778.0,2043407.0,699166.0,1344241.0,10753012.0
1,48,99.0,0,39792.0,1674447.0,587330.0,1087117.0,8696004.0
1,60,34.0,0,59228.0,2289162.0,455463.0,1833699.0,14623006.0
1,24,116.0,1,15021.0,590325.0,253855.0,336470.0,2693003.0
3,18,15.0,0,19690.0,477483.0,167759.0,309724.0,2493001.0
4,21,8.0,0,15037.0,443140.0,164505.0,278635.0,2124997.0
3,10,88.0,0,7904.0,250952.0,75325.0,175627.0,1414000.0
4,64,73.0,0,66324.0,859144.0,441436.0,417708.0,2690999.0
3,21,2.0,0,27252.0,961996.0,275245.0,686751.0,5577001.0
3,11,97.0,1,14067.0,394157.0,151642.0,242515.0,1958001.0
4,17,11.0,0,23263.0,553427.0,213089.0,340338.0,2687000.0
3,12,5.0,0,19028.0,399969.0,117974.0,281995.0,2058000.0
1,89,79.0,0,48614.0,1711213.0,580451.0,1130762.0,9183024.0
1,53,93.0,0,56354.0,2950132.0,985631.0,1964500.0,15766000.0
4,65,12.0,0,53487.0,2641188.0,861141.0,1780047.0,14457000.0
3,10,11.0,0,16000.0,329440.0,140800.0,188640.0,1466002.0
3,59,84.0,0,53869.0,984725.0,455732.0,528993.0,3957017.0
4,58,89.0,0,40751.0,785272.0,282404.0,502867.0,3852000.0
3,12,23.0,0,22704.0,409807.0,231127.0,178680.0,1363000.0
4,30,15.0,0,22926.0,606393.0,121279.0,485114.0,3901000.0
4,14,9.0,0,13640.0,319722.0,121532.0,198190.0,1582999.0
3,54,13.0,0,51554.0,1507955.0,532553.0,975402.0,7915007.0
3,48,14.0,0,65182.0,1385769.0,550788.0,834981.0,6498000.0
3,21,6.0,0,41690.0,1424130.0,396472.0,1027658.0,8345997.0
3,16,108.0,1,16104.0,482476.0,198562.0,283914.0,2283000.0
4,8,25.0,1,6863.0,135819.0,76866.0,58953.0,438998.0
4,33,16.0,0,31922.0,758148.0,231754.0,526394.0,4253993.0
3,12,8.0,1,7247.0,143563.0,51744.0,91819.0,667002.0
1,32,89.0,0,53255.0,2207472.0,593290.0,1614182.0,12308000.0
3,12,25.0,1,22750.0,399263.0,163800.0,235463.0,1650002.0
3,12,15.0,0,12338.0,322885.0,64651.0,258234.0,2079003.0
4,15,18.0,0,17655.0,578554.0,271887.0,306667.0,2473000.0
1,37,90.0,0,55226.0,1932910.0,787523.0,1145387.0,8732998.0
1,51,15.0,0,111514.0,5545591.0,1180933.0,4364658.0,34926006.0
4,17,5.0,0,14420.0,491289.0,160062.0,331227.0,2626003.0
4,75,85.0,1,64422.0,962905.0,433953.0,528952.0,3576003.0
1,16,29.0,0,42830.0,1921354.0,352491.0,1568863.0,12546999.0
3,31,16.0,0,45161.0,908188.0,332837.0,575351.0,4475000.0
4,8,16.0,0,8816.0,241382.0,72468.0,168915.0,1348000.0
4,62,11.0,0,46128.0,994520.0,409617.0,584903.0,4596001.0
3,7,15.0,1,6896.0,165021.0,68339.0,96682.0,778003.0
2,46,8.0,0,50221.0,1079752.0,569004.0,510748.0,3982000.0
1,37,117.0,0,56714.0,1969110.0,817249.0,1151861.0,9213994.0
1,46,9.0,0,69160.0,3562432.0,890781.0,2671651.0,21606000.0
4,47,14.0,1,62866.0,1662806.0,753135.0,909671.0,7293003.0
4,14,36.0,1,12600.0,242172.0,87444.0,154728.0,1197000.0
3,14,13.0,0,16637.0,381154.0,88675.0,292479.0,2305998.0
2,11,13.0,0,25166.0,539811.0,236812.0,302999.0,2378002.0
3,51,89.0,0,40755.0,1185155.0,581574.0,603582.0,4845000.0
1,13,98.0,1,18990.0,608440.0,192559.0,415881.0,3302001.0
1,53,12.0,0,55371.0,3064785.0,741971.0,2322813.0,18583000.0
4,6,13.0,1,6266.0,187416.0,66858.0,120558.0,969999.0
1,48,99.0,0,100093.0,3817076.0,1038658.0,2778418.0,21184999.0
1,13,113.0,0,28804.0,1422053.0,341327.0,1080726.0,8702000.0
3,9,114.0,1,8497.0,229744.0,69689.0,160055.0,1219999.0
1,1,107.0,0,2527.0,99993.0,43010.0,56983.0,456000.0
1,49,4.0,0,71250.0,4384725.0,1060200.0,3324525.0,26605000.0
3,14,15.0,0,19823.0,405182.0,182372.0,222811.0,1737000.0
1,1,121.0,0,10601.0,424146.0,127212.0,296934.0,2375000.0
4,52,6.0,0,39027.0,1681283.0,693510.0,987773.0,7896992.0
1,100,50.0,0,60900.0,2621745.0,1135176.0,1486569.0,12005000.0
4,43,16.0,0,62800.0,1600144.0,607904.0,992240.0,7952000.0
1,37,102.0,0,52493.0,1931217.0,482936.0,1448281.0,10437002.0
1,14,105.0,1,7715.0,342700.0,128146.0,214554.0,1716000.0
2,128,81.0,0,109764.0,1344831.0,621135.0,723696.0,4564000.0
1,66,102.0,0,72464.0,2688572.0,785351.0,1903221.0,14512000.0
3,14,10.0,0,15100.0,243676.0,84340.0,159336.0,1102000.0
3,26,14.0,0,33198.0,796551.0,228512.0,568039.0,4284997.0
1,49,58.0,0,32863.0,1195556.0,333888.0,861668.0,6966000.0
1,79,100.0,0,97500.0,4042350.0,1131975.0,2910375.0,21973002.0
4,20,35.0,0,15275.0,307791.0,113646.0,194145.0,1512000.0
4,30,13.0,0,22926.0,724232.0,266400.0,457832.0,3718000.0
1,64,109.0,0,43135.0,901090.0,351982.0,549108.0,4259002.0
4,27,7.0,0,19805.0,872410.0,168343.0,704067.0,5718003.0
1,26,114.0,0,50165.0,1767223.0,506920.0,1260303.0,9610000.0
1,12,104.0,0,28097.0,762272.0,289680.0,472592.0,3568000.0
3,10,5.0,0,14830.0,401745.0,145779.0,255966.0,2048003.0
3,70,91.0,0,71212.0,1567376.0,582514.0,984862.0,7248997.0
3,20,14.0,1,29125.0,558035.0,302026.0,256009.0,1961000.0
3,41,11.0,0,74902.0,2247809.0,735538.0,1512271.0,12156000.0
3,48,85.0,0,43663.0,1119083.0,538365.0,580718.0,4647000.0
4,64,79.0,0,66324.0,1122202.0,478196.0,644006.0,4812000.0
4,9,18.0,1,6295.0,96188.0,39847.0,56341.0,379998.0
1,17,4.0,0,17666.0,364980.0,136382.0,228598.0,1676000.0
3,16,17.0,0,24635.0,542463.0,186241.0,356222.0,2787000.0
3,20,6.0,0,41743.0,1114538.0,219568.0,894970.0,7187001.0
1,49,106.0,1,63586.0,1147091.0,565915.0,581176.0,4353002.0
4,30,13.0,0,18292.0,526078.0,156397.0,369681.0,2995003.0
1,10,115.0,0,16720.0,901041.0,301462.0,599579.0,4796002.0
1,20,97.0,0,22920.0,1007563.0,308962.0,698601.0,5588001.0
3,12,5.0,1,18632.0,322706.0,160422.0,162284.0,1133000.0
4,66,22.0,0,77045.0,2237387.0,1212688.0,1024699.0,8210000.0
4,16,2.0,0,5337.0,198215.0,59882.0,138333.0,2118452.0
4,18,31.0,1,18696.0,332976.0,167516.0,165460.0,1256004.0
3,12,88.0,1,9280.0,187827.0,92058.0,95769.0,749999.0
3,121,6.0,0,125153.0,4248944.0,1444266.0,2804679.0,22847000.0
1,90,15.0,0,73690.0,4037475.0,1141458.0,2896017.0,23310000.0
4,8,17.0,0,9563.0,308311.0,74591.0,233720.0,1883000.0
4,69,79.0,0,71210.0,1363672.0,637330.0,726342.0,5550000.0
3,15,16.0,0,24371.0,615124.0,176202.0,438922.0,3497001.0
3,31,33.0,1,40875.0,1256906.0,297570.0,959336.0,7789000.0
1,30,110.0,0,19715.0,766914.0,262604.0,504310.0,4078000.0
3,12,15.0,1,11427.0,376862.0,162035.0,214828.0,1748000.0
3,43,13.0,0,32500.0,730275.0,329550.0,400725.0,3148987.0
3,18,91.0,1,19844.0,532216.0,187724.0,344492.0,2756999.0
4,134,34.0,0,98000.0,1776740.0,710500.0,1066240.0,8142000.0
3,24,6.0,1,25671.0,497247.0,174563.0,322684.0,2333006.0
1,43,85.0,0,66282.0,2573167.0,700109.0,1873058.0,14282003.0
1,49,10.0,0,60117.0,2797244.0,905963.0,1891281.0,15135000.0
1,9,96.0,0,8999.0,235144.0,83511.0,151633.0,1090791.0
4,16,24.0,1,12700.0,200334.0,85185.0,115149.0,790999.0
2,59,7.0,0,69608.0,822070.0,467766.0,354304.0,2346000.0
1,26,4.0,0,28300.0,624015.0,218476.0,405539.0,4484000.0
1,80,18.0,0,79132.0,4252554.0,1247912.0,3004642.0,24401994.0
3,16,15.0,1,15600.0,386724.0,162708.0,224016.0,1777000.0
3,18,5.0,0,13181.0,423769.0,170694.0,253075.0,2055000.0
3,15,114.0,1,10911.0,284057.0,76218.0,207839.0,1584999.0
1,12,107.0,1,11436.0,379675.0,138604.0,241071.0,1927999.0
1,17,107.0,0,41659.0,1516804.0,239539.0,1277265.0,9729001.0
4,24,29.0,0,19448.0,304167.0,112993.0,191174.0,1351000.0
2,36,30.0,0,62350.0,1251365.0,575491.0,675874.0,5197999.0
3,18,12.0,0,24200.0,533126.0,104302.0,428824.0,3358998.0
4,36,33.0,1,36340.0,937572.0,381570.0,556002.0,4460000.0
3,24,92.0,0,20471.0,554150.0,258549.0,295601.0,2364999.0
3,21,8.0,0,43347.0,1600805.0,480285.0,1120520.0,9135000.0
1,12,12.0,0,11603.0,438593.0,166387.0,272206.0,2177000.0
1,43,99.0,0,60609.0,2404359.0,650335.0,1754024.0,13242999.0
4,20,4.0,0,23592.0,626368.0,193218.0,433149.0,3483000.0
1,11,111.0,0,67853.0,4970232.0,1405914.0,3564318.0,28139000.0
4,80,38.0,0,101624.0,2053821.0,796732.0,1257089.0,9786000.0
4,20,61.0,1,13590.0,354699.0,167429.0,187270.0,1489000.0
1,88,111.0,0,88060.0,2010410.0,558300.0,1452110.0,10845007.0
4,17,5.0,0,23371.0,707440.0,270402.0,437038.0,3497002.0
1,6,102.0,1,6601.0,163507.0,62115.0,101392.0,761001.0
1,11,33.0,0,9335.0,419328.0,114447.0,304881.0,2439999.0
1,10,111.0,0,27065.0,1116973.0,254682.0,862291.0,6566001.0
4,36,66.0,0,23172.0,681489.0,337848.0,343641.0,2783000.0
1,7,110.0,0,50547.0,1502331.0,333087.0,1169244.0,8914999.0
1,65,75.0,0,60335.0,2016396.0,532155.0,1484241.0,11317002.0
3,14,12.0,1,14976.0,332317.0,113069.0,219248.0,1629998.0
3,12,111.0,1,13709.0,264584.0,117897.0,146687.0,1123002.0
3,28,15.0,0,32854.0,753671.0,147514.0,606156.0,4765000.0
3,14,14.0,0,21338.0,337567.0,184147.0,153420.0,1128000.0
1,15,16.0,0,20184.0,558289.0,161876.0,396414.0,3198000.0
3,20,6.0,0,34097.0,460991.0,241748.0,219243.0,1432002.0
3,9,15.0,0,8726.0,233944.0,93543.0,140401.0,1118000.0
1,11,119.0,1,8164.0,369176.0,95029.0,274147.0,2225997.0
1,26,115.0,0,50165.0,1703603.0,276409.0,1427194.0,11309999.0
3,18,9.0,0,29999.0,419686.0,144595.0,275091.0,1884000.0
4,20,12.0,0,20510.0,423688.0,163580.0,260108.0,1910001.0
3,46,8.0,1,94982.0,2027866.0,738010.0,1289856.0,9438004.0
1,98,113.0,0,65393.0,3038159.0,1164649.0,1873510.0,15080000.0
1,20,102.0,0,28600.0,828542.0,167882.0,660660.0,4839980.0
4,14,11.0,0,11342.0,392660.0,76332.0,316328.0,2568999.0
2,12,14.0,0,20280.0,448391.0,180289.0,268102.0,2142001.0
1,47,121.0,1,76584.0,2141289.0,1036947.0,1104342.0,8834001.0
1,6,102.0,1,7739.0,182718.0,69419.0,113299.0,843999.0
1,20,93.0,0,17565.0,307563.0,119969.0,187594.0,1325002.0
4,64,82.0,0,71316.0,1501915.0,600481.0,901434.0,6980000.0
3,22,5.0,0,31811.0,897070.0,288844.0,608226.0,4865000.0
4,13,27.0,1,10170.0,178585.0,79224.0,99361.0,741001.0
4,8,31.0,1,6901.0,139538.0,59763.0,79775.0,618001.0
1,19,33.0,0,41346.0,1525667.0,464729.0,1060938.0,8649000.0
1,40,11.0,0,37818.0,2199873.0,467809.0,1732064.0,14067001.0
1,84,59.0,0,96152.0,3656342.0,1128425.0,2527917.0,19275000.0
1,31,117.0,0,49780.0,1346549.0,494315.0,852234.0,6820008.0
3,10,15.0,0,10967.0,363117.0,116250.0,246867.0,2010000.0
3,48,5.0,0,83319.0,1911338.0,528242.0,1383096.0,11004992.0
3,15,7.0,0,13551.0,306524.0,174672.0,131852.0,1036996.0
3,6,108.0,1,10140.0,219125.0,98561.0,120564.0,957000.0
1,77,109.0,0,82280.0,3988112.0,1252302.0,2735810.0,22195000.0
1,77,16.0,0,131237.0,3511902.0,1661460.0,1850442.0,14894000.0
3,12,17.0,0,11495.0,472445.0,236222.0,236222.0,1910000.0
3,11,87.0,1,9102.0,344511.0,153642.0,190869.0,1536002.0
1,10,109.0,1,6504.0,270827.0,110178.0,160649.0,1304999.0
3,14,32.0,1,15495.0,401166.0,104281.0,296884.0,2383000.0
4,21,7.0,0,26892.0,714520.0,277525.0,436995.0,3328000.0
4,8,27.0,1,4900.0,69776.0,26264.0,43512.0,299003.0
3,58,108.0,0,52530.0,1030187.0,624582.0,405605.0,2913002.0
1,45,32.0,0,31800.0,1637064.0,425802.0,1211262.0,9837002.0
4,73,27.0,0,51254.0,1184480.0,544830.0,639650.0,5027005.0
4,16,28.0,1,12682.0,240197.0,134683.0,105514.0,802000.0
1,16,115.0,0,16208.0,856755.0,202438.0,654317.0,5236001.0
4,13,19.0,0,15630.0,289937.0,108316.0,181621.0,1302000.0
4,97,10.0,0,104552.0,4060800.0,1908074.0,2152726.0,17398000.0
3,12,15.0,1,16000.0,314560.0,122720.0,191840.0,1476000.0
1,20,116.0,0,17225.0,804752.0,182068.0,622684.0,4982998.0
3,16,6.0,1,12950.0,269878.0,110723.0,159155.0,1159000.0
4,10,11.0,0,7510.0,201568.0,75325.0,126243.0,1008000.0
1,22,16.0,0,19500.0,544050.0,195390.0,348660.0,2792000.0
1,10,118.0,0,6791.0,278024.0,96025.0,181999.0,1465001.0
1,22,6.0,0,29558.0,1553864.0,302970.0,1250894.0,10158997.0
3,12,11.0,0,16500.0,478335.0,215160.0,263175.0,2130000.0
3,88,62.0,0,75324.0,1434169.0,651553.0,782616.0,5914002.0
4,42,59.0,0,32065.0,691963.0,319047.0,372916.0,2895004.0
4,34,6.0,0,38616.0,1016759.0,352950.0,663809.0,5055001.0
3,12,28.0,1,14100.0,257043.0,108429.0,148614.0,1119004.0
2,128,11.0,0,150121.0,2388425.0,975787.0,1412638.0,10407000.0
4,15,6.0,0,11282.0,237260.0,52687.0,184573.0,1359999.0
1,28,109.0,0,29153.0,1196148.0,407267.0,788881.0,6350003.0
1,9,11.0,0,24843.0,1152964.0,231040.0,921924.0,7020000.0
3,12,36.0,0,14037.0,304182.0,189359.0,114823.0,902999.0
1,31,106.0,0,61182.0,2833338.0,649141.0,2184197.0,17472997.0
1,109,57.0,0,99750.0,5902208.0,1832408.0,4069800.0,33053010.0
1,58,32.0,0,58000.0,3052540.0,711660.0,2340880.0,18841989.0
3,16,99.0,1,40060.0,847670.0,445868.0,401802.0,3150000.0
4,7,5.0,0,8319.0,216627.0,85436.0,131191.0,1050001.0
3,16,4.0,0,14713.0,359880.0,159930.0,199950.0,1579000.0
3,13,11.0,0,17463.0,450545.0,177599.0,272946.0,2183001.0
3,26,17.0,0,40232.0,834009.0,275992.0,558017.0,4345001.0
3,14,14.0,0,11844.0,288520.0,113347.0,175173.0,1388000.0
1,14,115.0,0,55210.0,1354853.0,415731.0,939122.0,7217000.0
4,29,7.0,0,21774.0,1114611.0,406738.0,707873.0,5664001.0
3,10,8.0,0,10653.0,293384.0,102375.0,191009.0,1528000.0
1,14,8.0,0,23052.0,823187.0,263945.0,559242.0,4221998.0
1,11,106.0,0,28333.0,1246652.0,283613.0,963039.0,7706000.0
3,14,27.0,0,14492.0,404327.0,164484.0,239843.0,1919001.0
1,9,111.0,0,19713.0,948590.0,241090.0,707500.0,5695001.0
3,8,7.0,0,10480.0,277301.0,112346.0,164955.0,1257001.0
