Borough,Total Units,Age,Has Elevator,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Borough 1,Total Units 1,Age 1,Has Elevator 1,Gross SqFt 1,Estimated Gross Income 1,Estimated Expense 1,Net Operating Income 1,Full Market Value 1,Borough 2,Total Units 2,Age 2,Has Elevator 2,Gross SqFt 2,Estimated Gross Income 2,Estimated Expense 2,Net Operating Income 2,Full Market Value 2,Borough 3,Total Units 3,Age 3,Has Elevator 3,Gross SqFt 3,Estimated Gross Income 3,Estimated Expense 3,Net Operating Income 3,Full Market Value 3
2,11,6.0,0,3362.0,89127.0,28073.0,61054.0,545000.0,2,14,113.0,0,10349.0,268350.0,101110.0,167240.0,1067000.0,2,27,102.0,0,39798.0,1067382.0,295699.0,771683.0,3693000.0,2,47,96.0,0,49550.0,1313571.0,413743.0,899828.0,1464000.0
4,20,7.0,0,19031.0,610134.0,272143.0,337991.0,2705002.0,4,21,24.0,1,19101.0,595951.0,247931.0,348020.0,1365000.0,4,38,52.0,1,23200.0,744024.0,330136.0,413888.0,2440000.0,4,39,54.0,1,22896.0,734046.0,327413.0,406633.0,2043000.0
2,106,58.0,0,132000.0,2412960.0,1289640.0,1123320.0,8531000.0,2,57,60.0,1,72553.0,1326269.0,708843.0,617426.0,5191000.0,2,123,69.0,1,134000.0,2402620.0,1370820.0,1031800.0,10252000.0,2,78,65.0,1,108955.0,2002593.0,1132042.0,870550.0,6179000.0
3,63,14.0,0,106063.0,2440510.0,910021.0,1530489.0,12319002.0,3,65,87.0,1,68300.0,1571583.0,586014.0,985569.0,4096000.0,3,55,83.0,1,58000.0,1317180.0,474440.0,842740.0,3167000.0,3,96,89.0,1,101000.0,2348250.0,840320.0,1507930.0,5280000.0
1,23,66.0,0,13256.0,587506.0,177763.0,409743.0,3298000.0,1,27,108.0,1,20797.0,896143.0,288662.0,607481.0,4749000.0,1,20,133.0,1,16400.0,726848.0,219924.0,506924.0,3665000.0,1,24,118.0,1,16500.0,732600.0,214665.0,517935.0,5126000.0
1,33,103.0,0,75929.0,3658936.0,1085517.0,2573419.0,19622001.0,1,95,103.0,1,64049.0,2988802.0,924533.0,2064269.0,15120000.0,1,72,85.0,1,74120.0,3571762.0,1059655.0,2512107.0,9576000.0,1,70,84.0,1,63956.0,3160148.0,906949.0,2253199.0,9339000.0
2,53,18.0,0,56512.0,979918.0,392193.0,587725.0,4391000.0,2,72,86.0,1,71091.0,1340776.0,777736.0,563041.0,4279000.0,2,52,59.0,1,45375.0,786803.0,483244.0,303559.0,2266000.0,2,57,64.0,1,57800.0,889542.0,506906.0,382636.0,2776000.0
3,27,121.0,0,26330.0,599534.0,299635.0,299899.0,2357000.0,3,37,7.0,0,33866.0,779595.0,359996.0,419600.0,4198000.0,3,20,104.0,0,17800.0,405306.0,202564.0,202742.0,1351000.0,3,24,89.0,0,20480.0,458547.0,207053.0,251494.0,1704000.0
3,7,14.0,0,14054.0,419512.0,211794.0,207718.0,1669000.0,3,18,15.0,1,26000.0,770380.0,393380.0,377000.0,3797000.0,3,18,15.0,1,26000.0,776100.0,391820.0,384280.0,4246000.0,3,17,11.0,1,15117.0,453208.0,201661.0,251547.0,2866000.0
1,68,16.0,0,49918.0,2332668.0,489696.0,1842973.0,14964000.0,1,20,101.0,0,9695.0,454405.0,114207.0,340198.0,3265000.0,1,20,101.0,0,9695.0,453047.0,95108.0,357939.0,3265000.0,1,20,101.0,0,9695.0,448491.0,114304.0,334187.0,3265000.0
1,125,53.0,0,91143.0,3400294.0,1142686.0,2257608.0,17214000.0,1,127,53.0,1,97396.0,3711049.0,1206322.0,2504727.0,10988000.0,1,91,53.0,1,83220.0,3104709.0,1043353.0,2061356.0,15591000.0,1,112,55.0,1,113820.0,4191725.0,1381464.0,2810261.0,18601000.0
1,14,10.0,0,24778.0,1152177.0,328309.0,823868.0,6589996.0,1,30,97.0,1,63600.0,2662932.0,630276.0,2032656.0,19687000.0,1,14,117.0,1,26712.0,1242108.0,400680.0,841428.0,5997000.0,1,12,102.0,1,25738.0,1573364.0,530460.0,1042904.0,8829000.0
1,13,119.0,0,35452.0,1069941.0,251709.0,818232.0,6230997.0,1,28,103.0,1,20670.0,623821.0,146757.0,477064.0,5256000.0,1,32,113.0,1,15918.0,479132.0,123205.0,355927.0,2056000.0,1,28,113.0,1,32410.0,986560.0,250205.0,736355.0,4129000.0
1,41,98.0,0,51426.0,1204397.0,472091.0,732306.0,5600999.0,1,43,98.0,1,56190.0,1563768.0,579319.0,984449.0,5975000.0,1,45,98.0,1,54448.0,1269727.0,469342.0,800385.0,2616000.0,1,42,98.0,1,43632.0,1021861.0,400542.0,621319.0,1585000.0
1,28,21.0,1,30976.0,614118.0,244206.0,369912.0,2692999.0,1,30,104.0,0,28340.0,561858.0,223424.0,338434.0,1956000.0,1,14,94.0,0,29287.0,587583.0,243670.0,343913.0,2156000.0,1,18,88.0,0,14070.0,271964.0,110784.0,161180.0,494000.0
3,14,11.0,0,29200.0,472164.0,264260.0,207904.0,1540000.0,3,20,87.0,1,22500.0,419850.0,135675.0,284175.0,2175000.0,3,30,98.0,1,27498.0,416870.0,232358.0,184512.0,1333000.0,3,30,102.0,1,25000.0,404250.0,226250.0,178000.0,1304000.0
3,16,12.0,0,15806.0,498995.0,199156.0,299839.0,2435001.0,3,36,88.0,1,35375.0,1116789.0,445725.0,671064.0,10042000.0,3,16,12.0,1,15959.0,501432.0,198690.0,302742.0,3028000.0,3,30,11.0,1,29250.0,943898.0,359483.0,584415.0,8142000.0
3,32,11.0,0,40106.0,985404.0,226198.0,759206.0,6072998.0,3,24,8.0,1,27797.0,682972.0,156775.0,526197.0,2711000.0,3,34,86.0,1,25000.0,485250.0,151750.0,333500.0,2568000.0,3,15,98.0,1,20725.0,530767.0,161862.0,368905.0,2260000.0
4,16,24.0,1,11250.0,197213.0,85388.0,111825.0,791002.0,4,16,24.0,0,12304.0,215689.0,93387.0,122302.0,799000.0,4,12,23.0,0,8680.0,145824.0,63017.0,82807.0,810000.0,4,14,18.0,0,10500.0,187530.0,81900.0,105630.0,1169000.0
3,32,9.0,0,31998.0,974339.0,277423.0,696916.0,5609000.0,3,18,9.0,1,22000.0,689480.0,202840.0,486640.0,3078000.0,3,17,92.0,1,19500.0,571935.0,165555.0,406380.0,2261000.0,3,48,11.0,1,43302.0,1318546.0,375428.0,943118.0,5660000.0
4,103,84.0,0,92000.0,1260400.0,544640.0,715760.0,4700000.0,4,93,93.0,1,89367.0,1212710.0,534415.0,678295.0,4888000.0,4,94,81.0,1,90180.0,1235466.0,533866.0,701600.0,3477000.0,4,73,85.0,1,74014.0,1019173.0,452226.0,566947.0,2878000.0
1,13,123.0,0,35452.0,1465940.0,482147.0,983793.0,7870001.0,1,60,97.0,1,38880.0,1510099.0,436234.0,1073865.0,9818000.0,1,86,97.0,1,44256.0,1830871.0,556298.0,1274573.0,12692000.0,1,35,107.0,1,11967.0,494835.0,162751.0,332084.0,2378000.0
2,59,6.0,0,69608.0,756639.0,385628.0,371011.0,2320000.0,2,30,105.0,1,26572.0,298138.0,171921.0,126217.0,1247000.0,2,99,4.0,1,62755.0,585504.0,328836.0,256668.0,5042000.0,2,22,106.0,1,25840.0,280881.0,143154.0,137727.0,1080000.0
1,30,112.0,0,20940.0,862100.0,274733.0,587367.0,4474000.0,1,13,113.0,0,8160.0,335947.0,107059.0,228888.0,2282000.0,1,15,113.0,0,10000.0,412500.0,136300.0,276200.0,924000.0,1,18,103.0,0,10650.0,431325.0,140367.0,290958.0,2486000.0
1,17,8.0,0,17408.0,590828.0,207503.0,383325.0,3066003.0,1,54,97.0,1,38904.0,1320402.0,463736.0,856666.0,3149000.0,1,84,97.0,1,53525.0,1892109.0,752026.0,1140083.0,2896000.0,1,60,107.0,1,55143.0,1690684.0,593890.0,1096794.0,2681000.0
1,22,8.0,0,25512.0,577592.0,251803.0,325789.0,2558008.0,1,31,106.0,0,17810.0,439195.0,224762.0,214433.0,2653000.0,1,56,90.0,1,39486.0,886461.0,393675.0,492786.0,2832000.0,1,30,111.0,0,25620.0,580037.0,252869.0,327168.0,1262000.0
1,14,10.0,0,42823.0,1530066.0,527151.0,1002915.0,7972001.0,1,13,95.0,1,32917.0,1494103.0,486842.0,1007261.0,8749000.0,1,25,105.0,1,55056.0,1566894.0,552762.0,1014132.0,3856000.0,1,13,104.0,1,27585.0,985612.0,339571.0,646041.0,5445000.0
1,27,114.0,1,13020.0,422499.0,108196.0,314303.0,2397002.0,1,23,114.0,0,11208.0,363700.0,93138.0,270562.0,3003000.0,1,32,114.0,0,14352.0,439889.0,120126.0,319763.0,2852000.0,1,17,114.0,0,10818.0,356453.0,89465.0,266988.0,2443000.0
1,12,15.0,0,23122.0,1257143.0,287869.0,969274.0,7819000.0,1,118,91.0,1,57207.0,3110345.0,712227.0,2398117.0,14084000.0,1,76,59.0,1,43770.0,2363142.0,378611.0,1984532.0,12875000.0,1,64,93.0,1,38330.0,2106234.0,702589.0,1403645.0,13283000.0
4,24,13.0,0,19485.0,771411.0,231482.0,539929.0,4402000.0,4,54,15.0,1,54615.0,2162208.0,1016385.0,1145823.0,9344000.0,4,58,6.0,1,49754.0,1379678.0,444303.0,935375.0,7548000.0,4,18,3.0,1,14395.0,609340.0,286317.0,323024.0,2631000.0
4,28,35.0,1,20320.0,343002.0,166014.0,176987.0,1331000.0,4,17,7.0,0,16664.0,478923.0,172139.0,306784.0,2006000.0,4,26,90.0,0,15300.0,410040.0,147033.0,263007.0,2607000.0,4,24,92.0,0,18000.0,475740.0,167040.0,308700.0,1119000.0
4,62,8.0,0,46128.0,845691.0,360406.0,485285.0,3469002.0,4,58,55.0,1,52040.0,1007878.0,426130.0,581748.0,2433000.0,4,59,52.0,1,43212.0,777321.0,342041.0,435280.0,2595000.0,4,77,54.0,1,53250.0,976263.0,416052.0,560211.0,2665000.0
1,36,100.0,0,38578.0,704049.0,332542.0,371506.0,2819000.0,1,37,101.0,1,39617.0,742423.0,409640.0,332783.0,2394000.0,1,54,100.0,1,56688.0,1015849.0,443300.0,572549.0,5929000.0,1,36,100.0,1,39845.0,727171.0,343464.0,383707.0,2181000.0
1,20,103.0,0,28600.0,843414.0,168740.0,674674.0,5138001.0,1,25,113.0,1,16100.0,474306.0,104972.0,369334.0,2059000.0,1,24,103.0,1,17046.0,502687.0,100571.0,402116.0,2926000.0,1,29,83.0,1,19290.0,575807.0,126542.0,449265.0,3065000.0
3,12,7.0,0,18359.0,492939.0,153665.0,339274.0,2731000.0,3,21,12.0,1,28480.0,751302.0,206195.0,545107.0,4382000.0,3,41,6.0,1,36416.0,1067353.0,351414.0,715939.0,5801000.0,3,12,13.0,1,10295.0,276421.0,86169.0,190252.0,1532000.0
1,21,121.0,0,45420.0,1542463.0,493715.0,1048748.0,8543000.0,1,54,121.0,1,49408.0,2411604.0,731238.0,1680366.0,13621000.0,1,29,16.0,1,36000.0,1222560.0,391320.0,831240.0,6772000.0,1,60,101.0,0,32786.0,532117.0,202290.0,329827.0,2459000.0
3,5,18.0,0,8270.0,218163.0,59875.0,158288.0,1273000.0,3,48,19.0,1,58675.0,1315494.0,356744.0,958750.0,7577000.0,3,12,4.0,1,9662.0,277203.0,80388.0,196815.0,1592000.0,3,21,12.0,1,28480.0,751302.0,206195.0,545107.0,4382000.0
1,60,72.0,0,47400.0,632316.0,371142.0,261174.0,1695001.0,1,49,88.0,1,42783.0,570725.0,334991.0,235734.0,1971000.0,1,45,74.0,1,32388.0,413271.0,234813.0,178458.0,4057000.0,1,59,84.0,1,55590.0,743794.0,423040.0,320754.0,3611000.0
1,28,92.0,0,20655.0,690290.0,242077.0,448213.0,3384002.0,1,35,80.0,1,20682.0,691222.0,242441.0,448781.0,3388000.0,1,36,72.0,1,16355.0,442351.0,179466.0,262885.0,1985000.0,1,40,92.0,1,24848.0,920265.0,358903.0,561362.0,4238000.0
1,33,90.0,0,32796.0,992407.0,224325.0,768082.0,5849000.0,1,59,86.0,1,39720.0,1201927.0,271685.0,930242.0,7012000.0,1,40,93.0,1,24848.0,750161.0,175675.0,574486.0,4513000.0,1,37,97.0,1,38704.0,1176989.0,260091.0,916898.0,5819000.0
1,53,89.0,0,62389.0,2305165.0,818661.0,1486504.0,11333999.0,1,59,108.0,1,63794.0,2357077.0,837097.0,1519980.0,10129000.0,1,60,88.0,1,81030.0,2930335.0,1039815.0,1890520.0,10769000.0,1,43,89.0,1,54520.0,2094955.0,713543.0,1381412.0,6649000.0
3,88,7.0,0,101051.0,2100850.0,779103.0,1321747.0,9775000.0,3,85,10.0,1,97303.0,1981089.0,768694.0,1212395.0,2177000.0,3,115,12.0,1,114734.0,2431213.0,914430.0,1516783.0,6607000.0,3,109,55.0,1,86826.0,1805113.0,669428.0,1135685.0,9119000.0
4,8,14.0,0,8816.0,221458.0,60213.0,161245.0,1290000.0,4,66,79.0,1,54810.0,1444792.0,407786.0,1037005.0,5938000.0,4,58,6.0,1,49754.0,1249820.0,339820.0,910001.0,7548000.0,4,54,81.0,1,56200.0,1355544.0,370358.0,985186.0,2698000.0
1,53,10.0,0,55371.0,3250278.0,625692.0,2624586.0,21125000.0,1,19,118.0,1,7812.0,420911.0,79995.0,340916.0,3289000.0,1,28,118.0,1,28321.0,1687365.0,295954.0,1391411.0,6957000.0,1,48,98.0,1,25362.0,1488749.0,286591.0,1202158.0,6373000.0
3,28,18.0,0,38600.0,929488.0,166366.0,763122.0,6036001.0,3,35,104.0,1,21246.0,508417.0,101556.0,406861.0,2361000.0,3,49,109.0,1,42546.0,1033442.0,210177.0,823265.0,3666000.0,3,30,99.0,1,27498.0,662152.0,118516.0,543636.0,1567000.0
3,14,9.0,0,26950.0,562447.0,136637.0,425810.0,3129000.0,3,18,82.0,1,25777.0,537966.0,130689.0,407277.0,2959000.0,3,18,8.0,1,26000.0,545220.0,120380.0,424840.0,3126000.0,3,18,8.0,1,13000.0,271050.0,62660.0,208390.0,1455000.0
3,33,5.0,0,31638.0,1301587.0,288539.0,1013048.0,8226990.0,3,65,5.0,1,62969.0,2564727.0,588130.0,1976597.0,17061000.0,3,64,8.0,1,73850.0,3081022.0,590062.0,2490960.0,18259000.0,3,53,12.0,1,60755.0,2499461.0,554086.0,1945375.0,14824000.0
3,140,16.0,0,171432.0,5434394.0,1901181.0,3533213.0,28688000.0,3,35,89.0,1,37500.0,1188750.0,499125.0,689625.0,5600000.0,3,24,103.0,1,23562.0,773069.0,323271.0,449798.0,3654000.0,3,22,109.0,1,16250.0,300138.0,108063.0,192075.0,1442000.0
1,39,88.0,0,42384.0,1511413.0,450542.0,1060871.0,8489000.0,1,95,57.0,1,59299.0,2281826.0,607222.0,1674604.0,18469000.0,1,47,76.0,1,43395.0,1532277.0,420498.0,1111779.0,8814000.0,1,74,32.0,1,63255.0,2255673.0,672401.0,1583272.0,19387000.0
1,21,124.0,0,32300.0,1484831.0,438957.0,1045874.0,8494002.0,1,35,109.0,1,11967.0,559816.0,167538.0,392278.0,2663000.0,1,70,99.0,1,33750.0,1551488.0,458663.0,1092825.0,11997000.0,1,86,99.0,1,44256.0,2013205.0,598341.0,1414864.0,13720000.0
3,36,36.0,0,48738.0,1541583.0,301201.0,1240382.0,9924998.0,3,36,14.0,1,39123.0,1237460.0,241780.0,995680.0,7969000.0,3,39,91.0,0,27024.0,728567.0,329423.0,399144.0,3193000.0,3,32,96.0,0,23800.0,842520.0,199920.0,642600.0,4579000.0
3,9,9.0,0,11910.0,239510.0,87181.0,152329.0,1176000.0,3,115,18.0,1,114734.0,2307301.0,839853.0,1467448.0,8181000.0,3,30,100.0,1,27498.0,523837.0,149039.0,374798.0,1151000.0,3,31,102.0,1,27281.0,549439.0,166687.0,382752.0,3830000.0
4,32,10.0,0,18994.0,415209.0,90411.0,324798.0,2540998.0,4,12,8.0,1,12660.0,276748.0,60262.0,216486.0,1499000.0,4,42,41.0,1,27805.0,583627.0,129015.0,454612.0,2232000.0,4,45,52.0,1,29952.0,662838.0,165036.0,497802.0,2244000.0
3,21,104.0,0,30434.0,631587.0,309945.0,321642.0,2363001.0,3,25,94.0,1,26631.0,552665.0,271214.0,281451.0,2955000.0,3,25,99.0,1,25310.0,570261.0,275898.0,294363.0,1001000.0,3,19,89.0,1,30037.0,592609.0,318183.0,274426.0,1286000.0
1,32,102.0,0,32752.0,811431.0,387683.0,423748.0,3211004.0,1,25,89.0,1,26040.0,645141.0,308233.0,336908.0,2266000.0,1,32,83.0,1,31360.0,791359.0,356536.0,434823.0,5532000.0,1,36,92.0,1,36252.0,849098.0,386102.0,462996.0,3898000.0
3,12,11.0,0,16013.0,260051.0,96078.0,163973.0,1170004.0,3,14,8.0,1,15530.0,251275.0,78892.0,172383.0,2543000.0,3,21,7.0,1,15800.0,364032.0,127190.0,236842.0,1193000.0,3,15,8.0,1,17545.0,284931.0,105270.0,179661.0,1933000.0
1,18,15.0,1,19119.0,810197.0,242101.0,568096.0,4331999.0,1,13,14.0,1,9046.0,403663.0,120015.0,283648.0,2405000.0,1,13,14.0,0,9180.0,389017.0,116245.0,272772.0,1974000.0,1,13,14.0,0,7908.0,328345.0,103553.0,224792.0,1654000.0
3,11,13.0,0,21259.0,416725.0,116336.0,300389.0,2181001.0,3,12,91.0,1,9972.0,202480.0,59814.0,142666.0,497000.0,3,12,78.0,1,17184.0,336846.0,94036.0,242810.0,861000.0,3,16,89.0,1,14120.0,262120.0,74585.0,187535.0,1226000.0
1,21,107.0,0,69315.0,2554258.0,443616.0,2110642.0,16792999.0,1,61,16.0,1,58394.0,2124093.0,646783.0,1477310.0,13782000.0,1,70,26.0,1,48680.0,1793858.0,311552.0,1482306.0,15559000.0,1,63,50.0,1,53500.0,2082880.0,566356.0,1516524.0,14067000.0
1,39,5.0,0,31322.0,574132.0,250263.0,323869.0,2312000.0,1,33,104.0,0,26800.0,491244.0,214132.0,277112.0,2158000.0,1,21,104.0,0,22440.0,425014.0,181764.0,243250.0,620000.0,1,48,9.0,1,49500.0,844965.0,475200.0,369765.0,4155000.0
4,41,34.0,0,37255.0,590119.0,256314.0,333805.0,2291015.0,4,42,43.0,1,44051.0,700411.0,298225.0,402186.0,2869000.0,4,37,50.0,1,28622.0,451941.0,194916.0,257025.0,2316000.0,4,50,51.0,1,40991.0,649297.0,282018.0,367279.0,2691000.0
1,10,9.0,0,7169.0,287835.0,76708.0,211127.0,1688999.0,1,16,106.0,0,11195.0,445561.0,112510.0,333051.0,2253000.0,1,17,116.0,0,8860.0,380537.0,102599.0,277938.0,1241000.0,1,17,116.0,0,10038.0,403026.0,107407.0,295619.0,1937000.0
1,18,116.0,0,23044.0,791792.0,397279.0,394513.0,3156998.0,1,41,6.0,1,31715.0,1063087.0,526469.0,536618.0,9101000.0,1,32,116.0,1,37800.0,1298808.0,651672.0,647136.0,7837000.0,1,21,116.0,0,18055.0,625786.0,272631.0,353155.0,1898000.0
1,40,118.0,0,22777.0,958456.0,360788.0,597668.0,4811000.0,1,30,89.0,1,20874.0,859174.0,325217.0,533957.0,4594000.0,1,35,118.0,1,27108.0,1229619.0,422072.0,807547.0,6713000.0,1,40,81.0,1,20035.0,843073.0,317354.0,525719.0,2863000.0
3,18,7.0,0,15364.0,349531.0,149492.0,200039.0,1575002.0,3,12,85.0,0,12000.0,265920.0,100080.0,165840.0,467000.0,3,16,85.0,0,7000.0,159250.0,68110.0,91140.0,468000.0,3,14,85.0,0,7000.0,220360.0,70140.0,150220.0,927000.0
1,15,104.0,1,23765.0,483170.0,220403.0,262767.0,1922001.0,1,24,104.0,0,16614.0,345528.0,150962.0,194566.0,1353000.0,1,19,104.0,0,20643.0,419696.0,191449.0,228247.0,1682000.0,1,33,104.0,0,26800.0,527359.0,219742.0,307617.0,2158000.0
1,43,114.0,0,78900.0,3160963.0,578921.0,2582042.0,19687999.0,1,100,9.0,1,98690.0,4064782.0,766954.0,3297828.0,24787000.0,1,74,30.0,1,63255.0,2534179.0,464128.0,2070051.0,17748000.0,1,71,94.0,1,62188.0,2397119.0,517791.0,1879328.0,12332000.0
3,24,16.0,1,28440.0,825613.0,270464.0,555149.0,4468001.0,3,36,103.0,0,20821.0,604434.0,198008.0,406426.0,5466000.0,3,31,98.0,0,33750.0,945338.0,392175.0,553163.0,5585000.0,3,20,108.0,0,12255.0,413851.0,128310.0,285541.0,2025000.0
4,42,11.0,0,30475.0,843243.0,255990.0,587253.0,4726993.0,4,54,19.0,1,53860.0,1469301.0,478815.0,990486.0,5933000.0,4,42,61.0,1,43000.0,1193680.0,426990.0,766690.0,3479000.0,4,58,89.0,1,59100.0,1635297.0,496440.0,1138857.0,4371000.0
1,65,77.0,0,54785.0,2724458.0,925319.0,1799139.0,14612007.0,1,48,79.0,1,37030.0,1832615.0,668021.0,1164594.0,11335000.0,1,38,74.0,1,25482.0,1291683.0,417650.0,874033.0,7295000.0,1,30,119.0,1,32520.0,1617220.0,549263.0,1067957.0,5775000.0
4,30,27.0,0,27636.0,504910.0,232419.0,272491.0,1996005.0,4,32,25.0,1,26000.0,495597.0,225194.0,270403.0,1251000.0,4,39,26.0,0,28535.0,521334.0,239979.0,281355.0,1498000.0,4,63,25.0,1,29636.0,521923.0,278288.0,243635.0,5313000.0
3,9,16.0,0,8670.0,263221.0,72828.0,190393.0,1532000.0,3,12,12.0,1,10295.0,321307.0,112730.0,208577.0,1342000.0,3,17,11.0,1,15117.0,458952.0,126983.0,331969.0,2866000.0,3,38,6.0,1,33500.0,994950.0,322940.0,672010.0,7135000.0
1,35,26.0,0,24564.0,1181774.0,505527.0,676247.0,5411003.0,1,35,9.0,1,33860.0,1487808.0,469638.0,1018170.0,8136000.0,1,26,116.0,0,18552.0,875840.0,325031.0,550809.0,3153000.0,1,12,116.0,1,8377.0,384839.0,130933.0,253906.0,1629000.0
1,23,9.0,0,46545.0,1680275.0,487326.0,1192949.0,9006997.0,1,34,12.0,1,26300.0,1239432.0,277243.0,962189.0,7265000.0,1,33,5.0,1,33860.0,1222185.0,354434.0,867751.0,5590000.0,1,45,9.0,1,36047.0,1071482.0,364304.0,707178.0,5339000.0
3,12,14.0,0,18632.0,363697.0,139367.0,224329.0,1737000.0,3,130,60.0,1,144128.0,2813379.0,1078077.0,1735301.0,13439000.0,3,35,87.0,1,37656.0,698895.0,335515.0,363380.0,2787000.0,3,66,62.0,1,71288.0,1405086.0,705038.0,700048.0,5429000.0
4,49,3.0,0,49998.0,1754430.0,535979.0,1218451.0,9925000.0,4,71,6.0,1,59237.0,2209540.0,591778.0,1617762.0,13192000.0,4,65,9.0,1,59247.0,2047576.0,910626.0,1136950.0,9249000.0,4,16,7.0,1,12000.0,421080.0,81240.0,339840.0,2768000.0
4,11,7.0,0,16231.0,444405.0,118486.0,325919.0,2539000.0,4,13,9.0,1,12800.0,336795.0,53254.0,283541.0,1248000.0,4,17,6.0,1,14380.0,462943.0,132487.0,330456.0,1379000.0,4,14,19.0,0,10500.0,287490.0,76650.0,210840.0,1234000.0
1,68,6.0,0,65699.0,1417784.0,549244.0,868540.0,6371001.0,1,78,7.0,1,84206.0,1817260.0,703632.0,1113628.0,7086000.0,1,42,5.0,1,54777.0,819538.0,425274.0,394264.0,2641000.0,1,114,49.0,1,64000.0,1716500.0,676662.0,1039838.0,6481000.0
4,16,32.0,1,13997.0,307094.0,142070.0,165025.0,1291000.0,4,14,44.0,0,10032.0,220102.0,101825.0,118277.0,741000.0,4,14,24.0,0,10500.0,229215.0,109620.0,119595.0,1246000.0,4,19,42.0,0,11712.0,260943.0,109390.0,151553.0,1132000.0
3,20,35.0,1,43940.0,771147.0,331308.0,439839.0,3260006.0,3,11,109.0,0,12975.0,224338.0,110417.0,113921.0,1685000.0,3,22,109.0,0,21750.0,394763.0,175958.0,218805.0,2098000.0,3,41,104.0,0,37236.0,653492.0,280759.0,372733.0,1424000.0
3,13,13.0,0,17463.0,477264.0,174979.0,302285.0,2433998.0,3,36,17.0,1,39123.0,1068058.0,381840.0,686218.0,9131000.0,3,20,11.0,1,30433.0,848776.0,255637.0,593139.0,6306000.0,3,19,99.0,1,24528.0,670350.0,245771.0,424579.0,3235000.0
3,17,6.0,0,20790.0,610810.0,181289.0,429521.0,3275001.0,3,18,9.0,1,26000.0,841100.0,247780.0,593320.0,2753000.0,3,18,9.0,1,13000.0,381940.0,113360.0,268580.0,1379000.0,3,35,6.0,1,33234.0,833841.0,95049.0,738792.0,4108000.0
3,8,8.0,0,11778.0,183619.0,56181.0,127438.0,899999.0,3,16,68.0,0,11800.0,183962.0,56286.0,127676.0,578000.0,3,16,33.0,0,10248.0,158668.0,45704.0,112964.0,772000.0,3,16,37.0,0,10000.0,161159.0,41425.0,119734.0,487000.0
3,12,96.0,0,18663.0,784033.0,218730.0,565302.0,4570000.0,3,87,9.0,1,83828.0,3633106.0,964860.0,2668245.0,18667000.0,3,19,8.0,1,18089.0,759919.0,212003.0,547916.0,4488000.0,3,24,93.0,1,36432.0,1528322.0,360312.0,1168010.0,4864000.0
4,16,91.0,1,14361.0,264673.0,131403.0,133270.0,1013000.0,4,16,90.0,0,14960.0,242502.0,120428.0,122074.0,802000.0,4,39,95.0,0,33420.0,615931.0,251653.0,364278.0,2786000.0,4,32,95.0,0,27200.0,552160.0,211616.0,340544.0,2160000.0
1,31,9.0,0,47873.0,1703866.0,506336.0,1197530.0,9130997.0,1,21,11.0,1,18900.0,672677.0,199899.0,472778.0,779000.0,1,45,11.0,1,36047.0,1273095.0,394927.0,878168.0,5887000.0,1,24,14.0,1,17168.0,633095.0,182509.0,450586.0,3668000.0
3,55,87.0,0,55638.0,848480.0,466803.0,381677.0,2728000.0,3,53,86.0,1,63727.0,833549.0,500257.0,333292.0,2254000.0,3,60,90.0,1,67426.0,1028247.0,565704.0,462543.0,3302000.0,3,57,89.0,1,36578.0,639018.0,356270.0,282748.0,2108000.0
1,30,107.0,0,34168.0,1474691.0,516620.0,958071.0,7664000.0,1,54,117.0,1,49408.0,2132449.0,747049.0,1385400.0,12149000.0,1,75,110.0,1,41300.0,1763097.0,632716.0,1130381.0,11748000.0,1,41,78.0,1,32736.0,1423361.0,375809.0,1047552.0,5573000.0
1,28,28.0,0,21442.0,1108551.0,340499.0,768052.0,6146006.0,1,21,116.0,0,11922.0,616367.0,189321.0,427046.0,1256000.0,1,24,116.0,0,10866.0,564597.0,194284.0,370313.0,1216000.0,1,16,96.0,1,14221.0,707068.0,218008.0,489060.0,2647000.0
1,9,90.0,0,20883.0,683709.0,194003.0,489706.0,3730001.0,1,18,98.0,1,33500.0,1100475.0,304850.0,795625.0,6749000.0,1,32,113.0,1,37800.0,1237572.0,351162.0,886410.0,6826000.0,1,13,78.0,1,24610.0,797856.0,224443.0,573413.0,3473000.0
3,7,18.0,0,9500.0,275405.0,96425.0,178980.0,1434000.0,3,13,6.0,1,14300.0,414557.0,145145.0,269412.0,2159000.0,3,36,4.0,1,31337.0,1090214.0,272632.0,817582.0,6604000.0,3,11,18.0,1,14500.0,337415.0,93670.0,243745.0,1913000.0
3,44,8.0,0,35216.0,1239251.0,434565.0,804686.0,6555000.0,3,58,16.0,1,46133.0,1603583.0,662931.0,940652.0,8449000.0,3,34,101.0,1,57125.0,2010229.0,704923.0,1305306.0,5360000.0,3,49,6.0,1,39750.0,1476315.0,561668.0,914648.0,9607000.0
3,10,91.0,0,7904.0,279011.0,92082.0,186930.0,1523000.0,3,32,105.0,1,23900.0,1072871.0,262183.0,810688.0,6593000.0,3,15,14.0,1,15395.0,543444.0,107303.0,436140.0,3552000.0,3,32,14.0,1,25085.0,716177.0,341909.0,374268.0,3027000.0
