Borough,Total Units,Age,Has Elevator,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Borough 1,Total Units 1,Age 1,Has Elevator 1,Gross SqFt 1,Estimated Gross Income 1,Estimated Expense 1,Net Operating Income 1,Full Market Value 1,Borough 2,Total Units 2,Age 2,Has Elevator 2,Gross SqFt 2,Estimated Gross Income 2,Estimated Expense 2,Net Operating Income 2,Full Market Value 2,Borough 3,Total Units 3,Age 3,Has Elevator 3,Gross SqFt 3,Estimated Gross Income 3,Estimated Expense 3,Net Operating Income 3,Full Market Value 3
3,15,11.0,0,19789.0,416954.0,187798.0,229156.0,1780002.0,3,16,86.0,0,13900.0,292873.0,131911.0,160962.0,1250000.0,3,31,7.0,1,31298.0,857878.0,200307.0,657571.0,5264000.0,3,27,86.0,0,19800.0,408078.0,154638.0,253440.0,1962000.0
3,32,13.0,0,31920.0,985690.0,345055.0,640634.0,5154000.0,3,51,12.0,1,67810.0,1785437.0,391942.0,1393496.0,11090000.0,3,116,6.0,1,90820.0,2804522.0,1290552.0,1513969.0,12185000.0,3,38,83.0,1,33630.0,1118870.0,637625.0,481245.0,3880000.0
3,95,94.0,0,130468.0,1937450.0,664082.0,1273368.0,8590003.0,3,115,12.0,1,114734.0,1832302.0,534660.0,1297642.0,6607000.0,3,84,79.0,1,124598.0,1814147.0,454783.0,1359364.0,11198000.0,3,47,86.0,1,63200.0,938520.0,321688.0,616832.0,1530000.0
4,10,16.0,1,8723.0,199931.0,36462.0,163469.0,1285000.0,4,15,45.0,0,10400.0,239304.0,38376.0,200928.0,1184000.0,4,15,47.0,0,13000.0,291330.0,41340.0,249990.0,1051000.0,4,84,70.0,0,75246.0,1724638.0,314528.0,1410110.0,5364000.0
3,36,5.0,0,25047.0,546526.0,223419.0,323107.0,2375000.0,3,22,9.0,1,24150.0,568026.0,152379.0,415647.0,3153000.0,3,41,63.0,1,40178.0,747318.0,297007.0,450311.0,3200000.0,3,32,112.0,1,21040.0,459070.0,187641.0,271429.0,1682000.0
4,28,16.0,0,20658.0,486289.0,97299.0,388990.0,3093000.0,4,112,48.0,1,62500.0,1471250.0,368750.0,1102500.0,8969000.0,4,13,5.0,1,9969.0,472431.0,179542.0,292889.0,2378000.0,4,105,90.0,1,86988.0,1772815.0,791591.0,981225.0,7646000.0
4,50,118.0,0,66793.0,1560952.0,698655.0,862298.0,6853000.0,4,18,3.0,1,12283.0,382861.0,134130.0,248731.0,2047000.0,4,24,47.0,1,20012.0,549530.0,140684.0,408845.0,1917000.0,4,48,86.0,1,48000.0,1346880.0,304320.0,1042560.0,4065000.0
4,32,18.0,0,22936.0,521794.0,208718.0,313076.0,2460000.0,4,103,48.0,1,78474.0,2259266.0,862429.0,1396837.0,11193000.0,4,91,89.0,1,59000.0,1342250.0,536900.0,805350.0,6394000.0,4,13,14.0,1,12800.0,255232.0,77824.0,177408.0,1379000.0
1,17,97.0,0,21314.0,838919.0,235093.0,603826.0,4830000.0,1,43,67.0,1,35550.0,1397115.0,358344.0,1038771.0,7252000.0,1,25,88.0,1,20886.0,822073.0,230373.0,591700.0,4252000.0,1,39,92.0,1,17750.0,776918.0,225425.0,551493.0,4901000.0
4,20,41.0,1,16275.0,340473.0,129386.0,211087.0,1633000.0,4,16,48.0,0,10051.0,200919.0,50255.0,150664.0,1157000.0,4,33,49.0,0,15732.0,409347.0,155589.0,253757.0,2018000.0,4,16,93.0,0,21000.0,439320.0,193200.0,246120.0,1903000.0
4,36,60.0,0,23172.0,469696.0,148069.0,321627.0,2406000.0,4,39,53.0,1,22896.0,464102.0,146305.0,317797.0,1940000.0,4,29,14.0,1,22662.0,441003.0,184922.0,256081.0,3535000.0,4,37,51.0,1,21600.0,467208.0,135000.0,332208.0,2466000.0
3,10,8.0,0,5120.0,156672.0,35123.0,121549.0,977998.0,3,16,103.0,0,13248.0,392671.0,104924.0,287747.0,1334000.0,3,16,107.0,0,11000.0,339020.0,79640.0,259380.0,1369000.0,3,20,83.0,0,13808.0,422525.0,94723.0,327802.0,1546000.0
1,25,10.0,0,72250.0,5077730.0,870613.0,4207118.0,33151000.0,1,20,103.0,1,11400.0,634524.0,238488.0,396036.0,3171000.0,1,65,103.0,1,31460.0,2650190.0,527270.0,2122921.0,16469000.0,1,28,118.0,1,14944.0,1050264.0,258980.0,791285.0,6235000.0
2,135,9.0,0,165984.0,2700560.0,1080556.0,1620004.0,11923000.0,2,36,16.0,1,30285.0,572084.0,347369.0,224715.0,1707000.0,2,77,25.0,1,62035.0,973329.0,618489.0,354840.0,2588000.0,2,80,7.0,1,71669.0,1166055.0,524617.0,641438.0,4719000.0
3,17,9.0,0,14230.0,584142.0,175314.0,408828.0,3331000.0,3,49,101.0,1,35310.0,1532101.0,444553.0,1087548.0,5692000.0,3,41,101.0,1,41113.0,1687689.0,590794.0,1096895.0,8935000.0,3,30,100.0,1,35298.0,1390035.0,392514.0,997521.0,8132000.0
4,83,96.0,0,104492.0,2750229.0,1044920.0,1705309.0,13671014.0,4,96,57.0,1,104377.0,2736765.0,1042726.0,1694039.0,10777000.0,4,51,57.0,1,54600.0,1452360.0,561288.0,891072.0,3336000.0,4,48,83.0,1,49636.0,1306420.0,466082.0,840338.0,5259000.0
3,21,31.0,1,38361.0,1257474.0,502913.0,754561.0,6137000.0,3,12,106.0,0,5500.0,144870.0,80245.0,64625.0,726000.0,3,22,91.0,0,11650.0,381887.0,153081.0,228806.0,1860000.0,3,14,90.0,0,6240.0,217714.0,105643.0,112070.0,1020000.0
1,29,26.0,0,32906.0,1155330.0,369534.0,785796.0,5933001.0,1,24,26.0,1,20000.0,733448.0,212700.0,520748.0,3932000.0,1,38,67.0,1,25482.0,872776.0,224087.0,648689.0,4898000.0,1,33,13.0,1,22500.0,789918.0,252774.0,537144.0,4055000.0
3,12,14.0,1,29346.0,370347.0,178424.0,191923.0,1224002.0,3,16,84.0,0,13884.0,174383.0,85803.0,88580.0,495000.0,3,15,82.0,0,13700.0,172894.0,83296.0,89598.0,525000.0,3,32,87.0,0,30400.0,385776.0,92416.0,293360.0,1100000.0
3,13,105.0,1,11030.0,162803.0,69048.0,93755.0,652000.0,3,16,105.0,0,14240.0,210182.0,89142.0,121040.0,539000.0,3,16,105.0,0,10400.0,144075.0,61590.0,82485.0,890000.0,3,12,105.0,0,8025.0,118592.0,51165.0,67427.0,567000.0
4,18,6.0,0,19528.0,630559.0,145093.0,485466.0,3912000.0,4,129,68.0,1,110743.0,3338901.0,955712.0,2383189.0,21091000.0,4,14,5.0,1,11128.0,359323.0,102934.0,256389.0,1878000.0,4,13,17.0,1,17750.0,592495.0,153360.0,439135.0,4165000.0
3,18,117.0,0,27024.0,719649.0,283482.0,436167.0,3489001.0,3,35,102.0,1,21000.0,582960.0,229320.0,353640.0,2102000.0,3,34,102.0,1,31400.0,816714.0,334410.0,482304.0,1498000.0,3,53,90.0,1,39941.0,1063629.0,418981.0,644648.0,1047000.0
1,90,68.0,0,75570.0,2332090.0,1039088.0,1293002.0,10501000.0,1,48,112.0,1,40580.0,1233632.0,590439.0,643193.0,3390000.0,1,48,112.0,1,40580.0,1252299.0,557975.0,694324.0,4249000.0,1,37,109.0,1,29425.0,921591.0,431076.0,490515.0,3613000.0
4,33,28.0,0,37304.0,660654.0,255532.0,405122.0,2589411.0,4,44,25.0,1,39540.0,700259.0,270821.0,429438.0,3016000.0,4,37,49.0,1,28622.0,514000.0,205253.0,308747.0,2176000.0,4,42,42.0,1,44051.0,658887.0,254749.0,404138.0,2709000.0
3,26,89.0,1,28960.0,481315.0,169416.0,311899.0,2294000.0,3,43,88.0,0,36400.0,643552.0,194376.0,449176.0,2023000.0,3,42,93.0,0,36000.0,574560.0,174240.0,400320.0,1621000.0,3,44,93.0,0,40000.0,664800.0,234000.0,430800.0,1518000.0
1,65,80.0,0,60335.0,2824281.0,849517.0,1974764.0,16038004.0,1,43,89.0,1,38500.0,1802185.0,542080.0,1260105.0,6325000.0,1,45,95.0,1,52848.0,2391900.0,587670.0,1804230.0,13222000.0,1,38,100.0,1,50592.0,2368717.0,684510.0,1684207.0,11881000.0
3,3,106.0,1,1613.0,47358.0,15888.0,31470.0,252000.0,3,13,84.0,0,2630.0,64356.0,34164.0,30192.0,240000.0,3,50,92.0,0,35700.0,1048152.0,351645.0,696507.0,5574000.0,3,20,101.0,1,11250.0,330525.0,180900.0,149625.0,1198000.0
4,54,10.0,0,40609.0,1301518.0,285481.0,1016037.0,8251991.0,4,126,69.0,1,104000.0,3316560.0,708240.0,2608320.0,5923000.0,4,22,31.0,1,18000.0,576900.0,126540.0,450360.0,1899000.0,4,91,88.0,1,59000.0,1893310.0,484390.0,1408920.0,7237000.0
3,10,13.0,0,11064.0,351282.0,98580.0,252702.0,2053000.0,3,48,86.0,1,50400.0,1624896.0,583632.0,1041264.0,1746000.0,3,35,88.0,1,39600.0,1257300.0,458964.0,798336.0,1337000.0,3,54,82.0,1,64530.0,2002366.0,674339.0,1328027.0,3304000.0
2,152,9.0,0,153044.0,2580322.0,1209048.0,1371274.0,10051000.0,2,11,109.0,0,11820.0,199167.0,93969.0,105198.0,364000.0,2,25,88.0,0,21495.0,362406.0,169811.0,192595.0,867000.0,2,16,113.0,0,15960.0,270043.0,127520.0,142523.0,593000.0
3,15,12.0,0,26466.0,581987.0,307535.0,274452.0,2165999.0,3,58,71.0,1,35400.0,778446.0,411348.0,367098.0,2590000.0,3,48,76.0,1,45500.0,1029210.0,530075.0,499135.0,2357000.0,3,48,76.0,1,50000.0,1091500.0,522000.0,569500.0,2083000.0
1,85,12.0,0,94012.0,3568696.0,1084898.0,2483798.0,19928007.0,1,47,98.0,1,47446.0,1801050.0,547527.0,1253523.0,5761000.0,1,25,92.0,1,30224.0,1144885.0,366617.0,778268.0,3197000.0,1,33,13.0,1,37491.0,1454651.0,424773.0,1029878.0,2766000.0
4,12,6.0,0,16572.0,386790.0,95952.0,290839.0,2292000.0,4,17,6.0,0,16664.0,388938.0,96485.0,292453.0,1769000.0,4,15,11.0,0,15400.0,374836.0,99176.0,275660.0,2108000.0,4,15,47.0,0,13000.0,302640.0,77090.0,225550.0,1051000.0
4,28,35.0,1,20320.0,340157.0,158902.0,181255.0,1325996.0,4,15,10.0,0,15400.0,260260.0,127204.0,133056.0,2503000.0,4,44,98.0,0,32000.0,535680.0,250240.0,285440.0,3973000.0,4,24,90.0,0,18000.0,298080.0,149760.0,148320.0,1167000.0
2,101,6.0,0,117932.0,2991935.0,944635.0,2047300.0,16236000.0,2,14,5.0,1,13597.0,343052.0,154326.0,188726.0,1495000.0,2,64,5.0,1,58086.0,1703082.0,360714.0,1342367.0,10766000.0,2,61,113.0,1,63608.0,1613735.0,509500.0,1104235.0,8761000.0
3,24,114.0,0,43181.0,821348.0,222311.0,599037.0,4319999.0,3,24,98.0,1,23562.0,448174.0,121305.0,326869.0,3072000.0,3,19,94.0,1,24528.0,521779.0,159019.0,362760.0,1814000.0,3,33,112.0,1,32000.0,605626.0,185105.0,420521.0,4637000.0
1,35,11.0,0,33892.0,1329583.0,366034.0,963549.0,7743000.0,1,48,98.0,1,22596.0,886441.0,244037.0,642404.0,4903000.0,1,29,118.0,1,22596.0,867234.0,237710.0,629524.0,3168000.0,1,48,16.0,1,52520.0,2076641.0,643895.0,1432746.0,4413000.0
3,18,9.0,0,14096.0,417383.0,163936.0,253447.0,2040000.0,3,21,50.0,0,18366.0,539409.0,225167.0,314242.0,1613000.0,3,36,68.0,0,26420.0,789430.0,274504.0,514926.0,2841000.0,3,38,88.0,0,35680.0,1056485.0,414958.0,641527.0,1305000.0
4,8,13.0,0,9563.0,302382.0,96299.0,206083.0,1674002.0,4,17,10.0,1,14896.0,467139.0,153727.0,313412.0,2470000.0,4,13,11.0,1,12293.0,392147.0,134240.0,257907.0,1329000.0,4,65,70.0,1,70500.0,2229210.0,709935.0,1519275.0,4713000.0
1,35,113.0,0,34821.0,1065523.0,254890.0,810633.0,6170998.0,1,18,98.0,1,33500.0,1027780.0,252255.0,775525.0,6749000.0,1,31,113.0,1,46080.0,1408205.0,367258.0,1040947.0,4793000.0,1,60,93.0,1,38880.0,1189728.0,284602.0,905126.0,6887000.0
3,16,109.0,1,16104.0,537229.0,204199.0,333031.0,2711000.0,3,35,91.0,0,32835.0,1031347.0,401900.0,629447.0,5114000.0,3,16,107.0,0,15435.0,631292.0,152035.0,479257.0,3905000.0,3,16,109.0,0,14996.0,500267.0,100023.0,400243.0,3257000.0
1,41,119.0,0,45436.0,1390796.0,478895.0,911901.0,7405999.0,1,13,109.0,1,14031.0,426823.0,139328.0,287495.0,2253000.0,1,42,99.0,1,64058.0,1960815.0,675171.0,1285644.0,4760000.0,1,26,99.0,1,23106.0,709123.0,228287.0,480836.0,4756000.0
1,34,35.0,0,28692.0,1370043.0,424642.0,945401.0,7669000.0,1,34,121.0,1,26009.0,1227885.0,380512.0,847373.0,6881000.0,1,38,76.0,1,25482.0,1216766.0,339930.0,876836.0,7115000.0,1,126,109.0,1,75926.0,3814522.0,1609631.0,2204891.0,17861000.0
3,12,24.0,0,21200.0,471912.0,237864.0,234048.0,1777999.0,3,16,84.0,0,20020.0,452205.0,236392.0,215813.0,2319000.0,3,20,100.0,0,15140.0,337016.0,169871.0,167145.0,1978000.0,3,39,90.0,0,27024.0,601162.0,301729.0,299433.0,3015000.0
3,31,81.0,0,28797.0,746994.0,294881.0,452113.0,2048532.0,3,24,96.0,1,23562.0,611087.0,241246.0,369841.0,1416000.0,3,35,92.0,1,45000.0,1266768.0,484950.0,781818.0,5903000.0,3,35,102.0,1,26532.0,587635.0,223301.0,364334.0,2685000.0
1,93,12.0,0,75799.0,4163639.0,1193834.0,2969805.0,23757000.0,1,32,97.0,1,14000.0,842660.0,245000.0,597660.0,1972000.0,1,41,15.0,1,42000.0,2307060.0,661500.0,1645560.0,2020000.0,1,19,19.0,1,16500.0,899580.0,264825.0,634755.0,839000.0
1,11,102.0,0,28500.0,1231770.0,517275.0,714495.0,5715002.0,1,14,117.0,1,26712.0,1078096.0,451700.0,626396.0,5997000.0,1,35,107.0,1,11967.0,538515.0,238502.0,300013.0,2378000.0,1,35,17.0,1,26300.0,1136686.0,512061.0,624625.0,8983000.0
1,15,9.0,0,15060.0,693965.0,229514.0,464451.0,3715997.0,1,14,86.0,1,21000.0,896910.0,288330.0,608580.0,3743000.0,1,18,96.0,0,23072.0,1056928.0,291630.0,765298.0,5496000.0,1,13,81.0,1,24610.0,1125908.0,375056.0,750852.0,3634000.0
2,111,15.0,0,112935.0,1690637.0,1041261.0,649376.0,4741000.0,2,20,93.0,1,21815.0,326571.0,201134.0,125436.0,916000.0,2,22,110.0,1,25840.0,378298.0,233852.0,144446.0,1048000.0,2,15,108.0,1,16250.0,257888.0,157138.0,100750.0,747000.0
3,14,6.0,0,21210.0,602364.0,176043.0,426321.0,3411004.0,3,22,116.0,0,16800.0,423528.0,167496.0,256032.0,2890000.0,3,25,96.0,0,17215.0,488906.0,142885.0,346021.0,2599000.0,3,25,96.0,0,17215.0,492521.0,206924.0,285597.0,1848000.0
1,12,111.0,1,14653.0,499521.0,199427.0,300093.0,2445000.0,1,16,111.0,0,10348.0,366837.0,114759.0,252077.0,2054000.0,1,11,131.0,0,2712.0,92452.0,36910.0,55542.0,452000.0,1,15,111.0,0,10470.0,343207.0,169614.0,173593.0,1412000.0
1,23,7.0,0,26026.0,1246906.0,349009.0,897897.0,6845999.0,1,34,89.0,1,20269.0,895282.0,256808.0,638474.0,5108000.0,1,24,89.0,1,13000.0,622830.0,174330.0,448500.0,3647000.0,1,25,113.0,1,17900.0,904666.0,269932.0,634734.0,3827000.0
1,8,92.0,1,8700.0,348783.0,89088.0,259695.0,1801500.0,1,22,82.0,0,10746.0,430859.0,110032.0,320827.0,2422000.0,1,15,92.0,0,11034.0,519578.0,140286.0,379292.0,2864000.0,1,15,112.0,0,10980.0,411903.0,118920.0,292983.0,2212000.0
3,14,10.0,0,14535.0,331979.0,83431.0,248548.0,1975999.0,3,41,96.0,1,38190.0,851637.0,161162.0,690475.0,2747000.0,3,43,58.0,1,32580.0,744127.0,187009.0,557118.0,2409000.0,3,13,3.0,1,8787.0,206495.0,57818.0,148677.0,965000.0
1,31,10.0,0,52645.0,2307430.0,645954.0,1661476.0,12544000.0,1,70,23.0,1,48680.0,2063350.0,445059.0,1618291.0,12218000.0,1,53,33.0,1,51200.0,2305184.0,696485.0,1608699.0,12146000.0,1,12,8.0,1,8525.0,373632.0,104617.0,269015.0,2031000.0
3,13,8.0,0,14794.0,540721.0,219839.0,320882.0,2616000.0,3,18,90.0,1,25777.0,904773.0,314222.0,590551.0,5143000.0,3,17,111.0,1,29109.0,1081690.0,366191.0,715499.0,4068000.0,3,20,14.0,1,39916.0,1458930.0,593152.0,865778.0,4599000.0
3,10,6.0,0,12963.0,311760.0,148815.0,162945.0,1230000.0,3,16,67.0,0,11800.0,283790.0,135464.0,148326.0,667000.0,3,16,36.0,0,10000.0,265100.0,136900.0,128200.0,473000.0,3,12,39.0,0,9000.0,206370.0,76500.0,129870.0,651000.0
3,32,11.0,0,31998.0,975619.0,340459.0,635160.0,5110000.0,3,87,9.0,1,82500.0,2324025.0,737550.0,1586475.0,9908000.0,3,63,3.0,1,43058.0,1420914.0,557601.0,863313.0,7802000.0,3,58,15.0,1,46133.0,1406595.0,536527.0,870068.0,6837000.0
3,17,11.0,0,18838.0,507307.0,202885.0,304422.0,2431000.0,3,36,18.0,1,39123.0,1073535.0,424876.0,648659.0,7628000.0,3,41,100.0,1,41113.0,1107173.0,442787.0,664386.0,6642000.0,3,20,89.0,1,20562.0,544071.0,221247.0,322823.0,3506000.0
3,10,6.0,0,9150.0,169458.0,83997.0,85461.0,1468000.0,3,12,38.0,0,9000.0,166680.0,83520.0,83160.0,766000.0,3,16,35.0,0,10000.0,161000.0,63900.0,97100.0,557000.0,3,12,87.0,0,13800.0,272412.0,67068.0,205344.0,1134000.0
3,24,8.0,0,30793.0,581988.0,248807.0,333181.0,2378001.0,3,32,62.0,1,30077.0,568387.0,242936.0,325451.0,2322000.0,3,50,54.0,1,40500.0,842295.0,321798.0,520497.0,3789000.0,3,36,83.0,1,23400.0,348187.0,173167.0,175020.0,1171000.0
3,10,13.0,1,16254.0,299399.0,125806.0,173593.0,1319000.0,3,27,91.0,0,28400.0,548972.0,253044.0,295928.0,1254000.0,3,31,94.0,0,37000.0,679690.0,297850.0,381840.0,1137000.0,3,41,99.0,0,43600.0,803112.0,337464.0,465648.0,2186000.0
1,12,16.0,0,8664.0,350026.0,125368.0,224658.0,1825000.0,1,35,19.0,1,26300.0,1055682.0,375301.0,680381.0,10383000.0,1,22,18.0,1,14960.0,604384.0,216471.0,387913.0,5285000.0,1,11,109.0,1,10359.0,445333.0,143265.0,302068.0,3974000.0
1,70,115.0,0,90082.0,3705973.0,1262950.0,2443024.0,19753000.0,1,69,120.0,1,41750.0,1737635.0,701400.0,1036235.0,13662000.0,1,16,120.0,1,10225.0,420657.0,143355.0,277302.0,2504000.0,1,42,50.0,1,23353.0,955371.0,343756.0,611615.0,6644000.0
3,10,12.0,1,8761.0,248812.0,71840.0,176972.0,1430999.0,3,12,99.0,0,11188.0,317739.0,91742.0,225997.0,1572000.0,3,14,13.0,0,13810.0,393171.0,98742.0,294429.0,2762000.0,3,15,10.0,0,16868.0,463701.0,122630.0,341071.0,2929000.0
4,98,27.0,0,121489.0,2550054.0,1081252.0,1468802.0,11617000.0,4,80,61.0,1,84174.0,1755870.0,693594.0,1062276.0,8807000.0,4,61,69.0,1,70910.0,1488401.0,631099.0,857302.0,6834000.0,4,112,57.0,1,109200.0,2359812.0,738192.0,1621620.0,9719000.0
3,17,15.0,1,22417.0,574996.0,233809.0,341187.0,2723998.0,3,15,10.0,0,16868.0,416134.0,177957.0,238177.0,2929000.0,3,14,13.0,0,13810.0,354227.0,144038.0,210189.0,2762000.0,3,21,109.0,0,21750.0,568545.0,232508.0,336037.0,3364000.0
1,48,90.0,1,61673.0,2776518.0,964566.0,1811953.0,14624000.0,1,17,120.0,0,20599.0,935813.0,326906.0,608906.0,4391000.0,1,35,120.0,0,43871.0,1975072.0,686142.0,1288930.0,8285000.0,1,50,110.0,0,26208.0,1170449.0,397575.0,772874.0,1706000.0
3,55,124.0,1,66060.0,998827.0,377203.0,621624.0,4430001.0,3,27,117.0,0,20000.0,302400.0,114200.0,188200.0,919000.0,3,20,111.0,0,25296.0,393859.0,160124.0,233735.0,896000.0,3,72,105.0,1,67680.0,933307.0,335016.0,598291.0,5264000.0
4,24,22.0,0,22117.0,684079.0,307869.0,376210.0,3027000.0,4,84,50.0,1,67292.0,2161419.0,931321.0,1230098.0,7663000.0,4,14,14.0,1,22133.0,684574.0,325576.0,358997.0,1973000.0,4,22,11.0,1,30786.0,929429.0,410685.0,518744.0,3234000.0
3,156,9.0,0,129620.0,4436893.0,2124472.0,2312421.0,18780003.0,3,90,88.0,1,76334.0,2625890.0,1354929.0,1270961.0,16305000.0,3,27,10.0,1,32719.0,1119971.0,536264.0,583707.0,7279000.0,3,72,92.0,1,52140.0,1772760.0,856660.0,916100.0,9457000.0
3,74,10.0,0,85404.0,2353734.0,1225547.0,1128187.0,9025008.0,3,32,92.0,1,38000.0,881600.0,281960.0,599640.0,4776000.0,3,70,89.0,1,38742.0,1528759.0,504808.0,1023951.0,8193000.0,3,62,86.0,1,63450.0,1748682.0,910508.0,838174.0,6702000.0
3,16,104.0,1,13385.0,249764.0,49926.0,199838.0,1433000.0,3,13,82.0,1,14850.0,315266.0,96525.0,218741.0,1230000.0,3,14,82.0,0,26389.0,492419.0,98431.0,393988.0,2155000.0,3,16,101.0,0,13920.0,219101.0,122357.0,96744.0,650000.0
2,45,25.0,1,63738.0,877035.0,323152.0,553883.0,3891000.0,2,15,117.0,0,15570.0,214243.0,120668.0,93576.0,1138000.0,2,13,92.0,0,8800.0,83600.0,29832.0,53768.0,678000.0,2,14,16.0,0,15219.0,254766.0,149146.0,105620.0,1596000.0
3,18,8.0,0,14096.0,383552.0,150404.0,233148.0,1865000.0,3,50,55.0,1,37494.0,1031460.0,361817.0,669643.0,1808000.0,3,21,49.0,0,18366.0,499739.0,195965.0,303774.0,1481000.0,3,24,87.0,0,16632.0,442744.0,130395.0,312349.0,935000.0
1,13,117.0,1,20099.0,789489.0,292038.0,497451.0,3979000.0,1,35,117.0,0,18674.0,988602.0,360035.0,628567.0,3516000.0,1,15,117.0,0,10710.0,396377.0,157651.0,238726.0,661000.0,1,15,97.0,0,11034.0,433416.0,140242.0,293174.0,4347000.0
4,15,10.0,0,11282.0,277424.0,55056.0,222368.0,1790003.0,4,20,6.0,1,16000.0,436480.0,100960.0,335520.0,2893000.0,4,23,17.0,1,18900.0,464751.0,92232.0,372519.0,2184000.0,4,14,8.0,1,12945.0,307573.0,60194.0,247379.0,2162000.0
1,4,57.0,0,2764.0,97127.0,31593.0,65534.0,521001.0,1,12,29.0,1,8820.0,309935.0,100813.0,209122.0,1661000.0,1,17,105.0,0,7000.0,307440.0,120470.0,186970.0,1495000.0,1,20,105.0,1,9620.0,335065.0,118615.0,216450.0,1718000.0
4,12,7.0,1,10431.0,244398.0,91793.0,152605.0,1145001.0,4,12,50.0,0,6999.0,163987.0,61591.0,102396.0,416000.0,4,13,33.0,0,8100.0,188892.0,69903.0,118989.0,629000.0,4,14,74.0,0,11930.0,281190.0,104626.0,176564.0,792000.0
1,10,118.0,0,14160.0,386568.0,161566.0,225002.0,1760000.0,1,70,118.0,1,58037.0,1641286.0,683095.0,958191.0,3590000.0,1,77,106.0,1,60768.0,1658966.0,693363.0,965603.0,4073000.0,1,41,98.0,1,57148.0,1558997.0,629771.0,929226.0,2886000.0
1,19,102.0,0,58507.0,1670397.0,562091.0,1108306.0,8446000.0,1,95,103.0,1,64049.0,1903270.0,673381.0,1229889.0,15120000.0,1,54,114.0,1,49408.0,1410617.0,474675.0,935942.0,11015000.0,1,44,96.0,1,39504.0,1124627.0,340847.0,783780.0,5770000.0
4,14,7.0,0,17465.0,531635.0,239271.0,292364.0,2350000.0,4,35,9.0,1,27801.0,1013902.0,435920.0,577983.0,4673000.0,4,104,95.0,1,96456.0,2936121.0,1030150.0,1905971.0,15321000.0,4,21,8.0,1,22549.0,638362.0,165735.0,472627.0,3781000.0
1,12,11.0,0,11743.0,497081.0,186479.0,310602.0,2508000.0,1,54,100.0,1,56688.0,2399603.0,900205.0,1499398.0,5929000.0,1,31,100.0,1,29520.0,1254600.0,479700.0,774900.0,2381000.0,1,35,100.0,1,41082.0,1735304.0,639647.0,1095657.0,3917000.0
1,46,112.0,0,63300.0,2015472.0,987480.0,1027992.0,8276000.0,1,96,111.0,1,126478.0,3043061.0,1665715.0,1377345.0,10857000.0,1,34,103.0,1,16645.0,785478.0,290122.0,495355.0,3994000.0,1,24,123.0,1,16903.0,538192.0,159057.0,379134.0,3053000.0
4,12,34.0,1,10021.0,216554.0,106122.0,110431.0,868000.0,4,26,90.0,0,15300.0,348075.0,88893.0,259182.0,2607000.0,4,15,12.0,0,15400.0,350504.0,85008.0,265496.0,2377000.0,4,12,79.0,0,9265.0,206054.0,56424.0,149630.0,872000.0
3,10,35.0,1,6516.0,146936.0,33362.0,113574.0,888000.0,3,13,98.0,0,8560.0,205782.0,54698.0,151084.0,1952000.0,3,12,99.0,0,7833.0,176634.0,40105.0,136529.0,1511000.0,3,14,99.0,0,6875.0,147331.0,44619.0,102712.0,1492000.0
4,41,6.0,0,34824.0,739662.0,148350.0,591312.0,4366000.0,4,27,10.0,1,25920.0,550541.0,110419.0,440122.0,2944000.0,4,11,3.0,1,22147.0,445376.0,102541.0,342835.0,2504000.0,4,20,4.0,1,20739.0,453977.0,78186.0,375791.0,2790000.0
3,16,8.0,0,16542.0,367563.0,102395.0,265168.0,2079994.0,3,16,9.0,1,18996.0,416582.0,137911.0,278671.0,1899000.0,3,16,78.0,0,12160.0,270195.0,75270.0,194925.0,428000.0,3,24,85.0,0,17800.0,412426.0,143468.0,268958.0,736000.0
4,84,31.0,0,66756.0,1388525.0,612820.0,775705.0,6044008.0,4,58,88.0,1,59100.0,953283.0,575043.0,378240.0,2752000.0,4,91,86.0,1,59000.0,1227200.0,541620.0,685580.0,5542000.0,4,90,50.0,1,79050.0,1731986.0,845835.0,886151.0,6982000.0
3,12,15.0,0,27648.0,664381.0,166164.0,498217.0,3985002.0,3,31,99.0,1,27281.0,716126.0,275811.0,440315.0,1446000.0,3,19,8.0,1,24347.0,585058.0,146325.0,438733.0,3646000.0,3,30,97.0,1,27498.0,642903.0,217784.0,425119.0,1191000.0
4,30,8.0,0,24900.0,579423.0,290583.0,288840.0,2303999.0,4,38,53.0,1,23200.0,539864.0,270744.0,269120.0,2553000.0,4,39,55.0,1,22896.0,461125.0,206293.0,254832.0,2062000.0,4,39,53.0,1,29070.0,691575.0,302909.0,388666.0,1985000.0
4,36,57.0,0,23172.0,348507.0,142971.0,205536.0,1379998.0,4,38,58.0,1,26400.0,413525.0,166198.0,247327.0,1680000.0,4,36,55.0,1,23100.0,336993.0,144554.0,192439.0,1280000.0,4,56,60.0,1,50400.0,758152.0,311197.0,446955.0,3001000.0
3,98,6.0,0,104962.0,3005062.0,1216510.0,1788552.0,13997000.0,3,67,7.0,1,76755.0,1924248.0,600992.0,1323256.0,10216000.0,3,67,87.0,1,37752.0,1080840.0,437546.0,643294.0,5026000.0,3,76,32.0,1,75000.0,2205000.0,1244250.0,960750.0,7539000.0
